k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,sBY,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,dD1,dD
2065,73.58333333333334,72.11166666666668,4.551020408163265,4.46,0.7142857142857142,0.7,13.46938775510204,13.2,0.0,24.576146938777445,24.084624000001895,0.0,0.0,1410.8000000000002,2550.06,0.0,-24.084624000001895,-66.3,378.7,0.5,0,1.0
2066,74.5,73.01,5.326530612244898,5.220000000000001,0.7142857142857142,0.7,12.551020408163266,12.3,0.0,24.576171428564948,24.08464799999365,0.0,0.0,1411.2,2550.06,-1.0,-24.08464799999365,-69.4,388.7,0.5,0,1.0
2067,75.66666666666666,74.15333333333334,4.683673469387755,4.59,0.6122448979591837,0.6,13.061224489795919,12.8,0.0,24.576195918380293,24.084672000012688,0.0,0.0,1411.6000000000001,2550.06,0.0,-24.084672000012688,-70.4,392.7,0.5,0,1.0
2068,78.41666666666666,76.84833333333331,4.530612244897959,4.4399999999999995,0.7142857142857142,0.7,13.979591836734695,13.7,0.0,24.576220408153876,24.0846959999908,0.0,0.0,1412.0,2550.06,-1.0,-24.0846959999908,-72.5,403.3,0.5,0,1.0
2069,85.08333333333334,83.38166666666667,4.591836734693878,4.5,0.7142857142857142,0.7,15.714285714285715,15.399999999999999,0.0,24.57624489796922,24.08472000000984,0.0,0.0,1412.4,2577.48,1.0,-24.08472000000984,-78.6,444.0,0.5,0,1.0
2070,99.33333333333334,97.34666666666668,4.561224489795919,4.470000000000001,0.6122448979591837,0.6,18.06122448979592,17.7,0.0,49.06606530611572,48.08474399999341,0.0,0.0,1413.2,2577.48,1.0,-48.08474399999341,-94.1,506.5,0.02,0,1.0
2071,83.66666666666667,81.99333333333334,5.23469387755102,5.13,0.6122448979591837,0.6,13.061224489795919,12.8,0.0,24.576318367359576,24.084792000012385,0.0,0.0,1413.6000000000001,2577.48,-2.0,-24.084792000012385,-80.6,434.3,0.02,0,1.0
2072,98.66666666666667,96.69333333333334,5.122448979591838,5.0200000000000005,0.7142857142857142,0.7,12.857142857142856,12.6,0.0,49.066138775506076,48.08481599999595,0.0,0.0,1414.4,2577.48,-4.0,-48.08481599999595,-94.1,486.2,0.02,0,1.0
2073,116.33333333333333,114.00666666666666,5.214285714285714,5.11,0.7142857142857142,0.7,13.979591836734695,13.7,0.0,49.066187755095,48.084863999993104,0.0,0.0,1415.2,2577.48,-3.0,-48.084863999993104,-114.7,594.9,0.02,0,1.0
2074,148.83333333333334,145.85666666666668,5.081632653061224,4.9799999999999995,0.7142857142857142,0.7,15.51020408163265,15.199999999999998,0.0,98.04582857144368,96.08491200001481,0.0,0.0,1416.8000000000002,2577.48,-2.0,-96.08491200001481,-153.8,735.8,0.02,0,1.0
2075,157.5,154.35,5.1020408163265305,5.0,0.7142857142857142,0.7,15.204081632653061,14.9,0.0,98.04592653060763,96.08500799999547,0.0,0.0,1418.4,2577.48,2.0,-96.08500799999547,-150.8,833.6,0.02,0,1.0
2076,143.25,140.385,5.142857142857143,5.04,0.7142857142857142,0.7,18.06122448979592,17.7,0.0,73.5562285714404,72.0851040000116,0.0,0.0,1419.6000000000001,2577.48,-2.0,-72.0851040000116,-149.8,756.9,0.02,0,1.0
2077,145.58333333333334,142.67166666666668,5.040816326530612,4.9399999999999995,0.7142857142857142,0.7,13.265306122448981,13.0,0.0,98.04609795917582,96.08517599999232,0.0,0.0,1421.2,2577.48,6.0,-96.08517599999232,-152.9,731.6,0.02,0,1.0
2078,164.75,161.455,4.551020408163265,4.46,0.7142857142857142,0.7,13.36734693877551,13.1,0.0,98.04619591838154,96.0852720000139,0.0,0.0,1422.8000000000002,2577.48,0.0,-96.0852720000139,-176.5,847.5,0.02,0,1.0
2079,171.83333333333334,168.39666666666668,4.520408163265307,4.43,0.7142857142857142,0.7,14.285714285714286,14.0,0.0,122.5360897959184,120.08536800000002,0.0,0.0,1424.8000000000002,2577.48,3.0,-120.08536800000002,-184.8,913.9,0.02,0,1.0
2080,0.0,0.0,4.581632653061225,4.49,0.7142857142857142,0.7,14.69387755102041,14.4,0.0,0.0,0.0,47.9145120000112,46.95622176001097,1424.0,2604.9,22.0,47.9145120000112,0.0,861.3,0.02,0,1.0
2081,21.916666666666668,21.478333333333335,4.520408163265307,4.43,0.7142857142857142,0.7,18.06122448979592,17.7,0.0,0.0,0.0,47.91455999999471,46.95626879999482,1423.2,2604.9,-2.0,47.91455999999471,0.0,785.7,0.02,0,1.0
2082,21.5,21.07,4.561224489795919,4.470000000000001,0.7142857142857142,0.7,12.551020408163266,12.3,0.0,0.0,0.0,23.9146079999864,23.436315839986676,1422.8000000000002,2604.9,-1.0,23.9146079999864,0.0,869.1,0.02,0,1.0
2083,16.916666666666668,16.578333333333333,4.6020408163265305,4.51,0.7142857142857142,0.7,12.755102040816327,12.5,0.0,0.0,0.0,47.9146320000109,46.95633936001067,1422.0,2604.9,0.0,47.9146320000109,0.0,733.2,0.02,0,1.0
2084,17.333333333333336,16.986666666666668,4.530612244897959,4.4399999999999995,0.7142857142857142,0.7,12.857142857142856,12.6,0.0,0.0,0.0,47.914679999994405,46.95638639999452,1421.2,2604.9,-1.0,47.914679999994405,0.0,697.6,0.02,0,1.0
2085,0.0,0.0,5.6020408163265305,5.49,0.6122448979591837,0.6,13.877551020408163,13.6,0.0,0.0,0.0,47.914727999991555,46.95643343999172,1420.4,2604.9,22.0,47.914727999991555,0.0,503.7,0.02,0,1.0
2086,20.000000000000004,19.6,5.632653061224491,5.5200000000000005,0.6122448979591837,0.6,15.204081632653061,14.9,0.0,0.0,0.0,47.914775999988706,46.95648047998893,1419.6000000000001,2604.9,-2.0,47.914775999988706,0.0,463.1,0.02,0,1.0
2087,20.333333333333332,19.926666666666666,5.6020408163265305,5.49,0.6122448979591837,0.6,14.89795918367347,14.6,0.0,0.0,0.0,47.9148239999995,46.956527519999504,1418.8000000000002,2604.9,-4.0,47.9148239999995,0.0,470.4,0.02,0,1.0
2088,18.5,18.130000000000003,4.6020408163265305,4.51,0.6122448979591837,0.6,13.265306122448981,13.0,0.0,0.0,0.0,47.91487200001029,46.95657456001009,1418.0,2604.9,-2.0,47.91487200001029,0.0,482.9,0.02,0,1.0
2089,18.5,18.130000000000003,4.673469387755103,4.58,0.6122448979591837,0.6,12.755102040816327,12.5,0.0,0.0,0.0,47.9149199999938,46.95662159999392,1417.2,2604.9,-3.0,47.9149199999938,0.0,498.8,0.02,0,1.0
2090,16.75,16.415,4.5,4.41,0.6122448979591837,0.6,12.448979591836734,12.2,0.0,0.0,0.0,47.91496799999095,46.956668639991136,1416.4,2604.9,0.0,47.91496799999095,0.0,544.7,0.02,0,1.0
2091,16.75,16.415,4.826530612244897,4.7299999999999995,0.7142857142857142,0.7,13.877551020408163,13.6,0.0,0.0,0.0,47.9150159999881,46.956715679988335,1415.6000000000001,2604.9,1.0,47.9150159999881,0.0,539.2,0.02,0,1.0
2092,18.666666666666668,18.293333333333333,4.561224489795919,4.470000000000001,0.6122448979591837,0.6,14.489795918367346,14.2,0.0,0.0,0.0,47.91506399999889,46.95676271999892,1414.8000000000002,2604.9,-1.0,47.91506399999889,0.0,631.7,0.02,0,1.0
2093,17.750000000000004,17.395000000000003,4.469387755102041,4.38,0.7142857142857142,0.7,14.89795918367347,14.6,0.0,0.0,0.0,47.915112000009685,46.95680976000949,1414.0,2604.9,-1.0,47.915112000009685,0.0,670.8,0.02,0,1.0
2094,17.750000000000004,17.395000000000003,4.479591836734693,4.39,0.6122448979591837,0.6,13.265306122448981,13.0,0.0,0.0,0.0,47.91515999999319,46.95685679999333,1413.2,2604.9,-1.0,47.91515999999319,0.0,683.6,0.02,0,1.0
