k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,"sBY,sSL",xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,w
9747,5.7,2.8499999991618097,9.712765957446807,9.129999999999999,5.1063829787234045,4.8,55.425531914893625,52.1,-60000157.60531916,0.0,0.0,450.0,60000225.0,15.000225003000036,1562.9400000000003,62.00000000000001,450.0,0.0,57.4,20.89,0.0
9748,6.0,3.0000000027939677,9.712765957446807,9.129999999999999,5.1063829787234045,4.8,23.829787234042552,22.4,-60000189.35106387,0.0,0.0,450.0,60000225.0,7.500075000750007,1562.9400000000003,33.0,450.0,0.0,57.4,20.89,0.0
9749,5.8,2.900000000372529,9.72340425531915,9.14,5.000000000000001,4.7,23.829787234042552,22.4,-60000189.346808515,0.0,0.0,450.0,60000225.0,0.0,1535.5200000000002,33.0,450.0,0.0,57.4,20.89,0.0
9750,5.5,2.749999996740371,9.851063829787233,9.26,5.212765957446809,4.9,23.93617021276596,22.5,-59999963.75000001,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,34.9,57.4,20.51,0.0
9751,4.9,2.4500000034458935,9.265957446808509,8.709999999999999,5.319148936170212,5.0,24.25531914893617,22.8,-59999963.60957447,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,33.9,57.4,20.51,0.0
9752,4.1,2.050000000745058,9.202127659574467,8.65,5.000000000000001,4.7,24.46808510638298,23.0,-59999963.379787244,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,-1.0,0.0,34.9,57.4,20.51,0.0
9753,3.5,1.7500000004656613,9.180851063829786,8.629999999999999,5.000000000000001,4.7,26.595744680851066,25.0,-59999960.97340426,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,1.0,0.0,37.0,57.4,20.51,0.0
9754,3.1,1.5500000026077032,9.095744680851064,8.55,5.1063829787234045,4.8,44.042553191489354,41.4,-59999943.30531914,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,2.0,0.0,52.5,57.4,20.51,0.0
9755,2.5,1.2500000023283064,9.074468085106382,8.53,5.000000000000001,4.7,58.51063829787233,55.0,-59999928.66489362,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,69.6,57.4,20.51,0.0
9756,2.3,1.1499999999068677,9.074468085106382,8.53,4.8936170212765955,4.6,54.68085106382979,51.4,-59999932.50106383,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,3.0,0.0,66.6,57.4,20.51,0.0
9757,1.8999999999999997,0.9500000020489097,9.074468085106382,8.53,5.1063829787234045,4.8,68.29787234042553,64.2,-59999918.47127661,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,77.9,57.4,20.51,0.0
9758,2.1,1.049999997485429,9.02127659574468,8.48,5.000000000000001,4.7,72.2340425531915,67.9,-59999914.79468085,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,82.0,57.4,20.51,0.0
9759,1.5,0.7499999972060323,9.031914893617023,8.49,5.000000000000001,4.7,77.0212765957447,72.4,-59999909.69680849,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,0.0,0.0,85.1,57.4,20.51,0.0
9760,1.3,0.6500000017695129,9.02127659574468,8.48,5.000000000000001,4.7,83.40425531914894,78.4,-59999903.22446809,0.0,0.0,0.0,60000000.0,0.0,1535.5200000000002,1.0,0.0,92.2,57.4,20.51,0.0
9761,1.8,0.9000000008381903,9.074468085106382,8.53,5.1063829787234045,4.8,88.72340425531915,83.4,-59999897.99574469,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,98.4,57.4,20.51,0.0
9762,1.7,0.849999999627471,9.02127659574468,8.48,5.000000000000001,4.7,93.51063829787235,87.9,-59999893.318085104,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,101.4,57.4,20.51,0.0
9763,1.5,0.7499999972060323,10.106382978723405,9.5,5.000000000000001,4.7,94.68085106382979,89.0,-59999890.962765954,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,104.5,57.4,20.51,0.0
9764,1.8,0.9000000008381903,10.148936170212766,9.540000000000001,5.212765957446809,4.9,99.57446808510636,93.6,-59999885.9638298,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,109.6,57.4,20.51,0.0
9765,2.0,1.000000003259629,9.0,8.459999999999999,5.000000000000001,4.7,105.53191489361701,99.2,-59999881.46808512,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,111.7,57.4,20.51,0.0
9766,0.0,0.0,8.957446808510637,8.42,4.787234042553191,4.5,115.1063829787234,108.2,-59999871.14893617,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,1.0,0.0,124.00000000000001,57.4,20.51,0.0
9767,0.0,0.0,8.904255319148936,8.370000000000001,5.000000000000001,4.7,124.46808510638297,117.0,-59999861.62765958,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,2.0,0.0,133.2,57.4,20.51,0.0
9768,0.0,0.0,8.914893617021276,8.379999999999999,4.680851063829787,4.4,129.89361702127655,122.09999999999998,-59999856.51063829,0.0,0.0,0.0,60000000.0,0.0,1508.1000000000001,-1.0,0.0,138.3,57.4,20.51,0.0
9769,0.0,0.0,8.893617021276595,8.36,4.680851063829787,4.4,113.72340425531914,106.9,-59999872.702127665,0.0,0.0,0.0,60000000.0,0.0,1480.68,-2.0,0.0,126.0,57.4,20.51,0.0
9770,0.0,0.0,8.893617021276595,8.36,5.000000000000001,4.7,102.7659574468085,96.6,-59999883.340425536,0.0,0.0,0.0,60000000.0,0.0,1480.68,-2.0,0.0,113.7,57.4,20.51,0.0
9771,0.0,0.0,8.936170212765958,8.4,4.8936170212765955,4.6,93.61702127659574,88.0,-59999892.55319148,0.0,0.0,0.0,60000000.0,0.0,1480.68,0.0,0.0,106.6,57.4,20.51,0.0
9772,0.0,0.0,8.968085106382977,8.43,4.8936170212765955,4.6,90.63829787234043,85.2,-59999895.5,0.0,0.0,0.0,60000000.0,0.0,1480.68,1.0,0.0,101.4,57.4,20.51,0.0
9773,0.0,0.0,8.936170212765958,8.4,4.574468085106383,4.3,92.02127659574468,86.5,-59999894.468085095,0.0,0.0,0.0,60000000.0,0.0,1480.68,0.0,0.0,102.5,57.4,20.51,0.0
9774,0.0,0.0,8.957446808510637,8.42,4.787234042553191,4.5,93.82978723404256,88.2,-59999892.42553191,0.0,0.0,0.0,60000000.0,0.0,1480.68,0.0,0.0,104.5,57.4,20.51,0.0
9775,0.0,0.0,8.989361702127658,8.45,4.787234042553191,4.5,95.0,89.3,-59999891.22340425,0.0,0.0,0.0,60000000.0,0.0,1480.68,0.0,0.0,105.6,14.9,20.51,0.0
9776,0.0,0.0,8.957446808510637,8.42,4.574468085106383,4.3,89.36170212765957,84.0,-59999897.106382966,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,99.4,13.5,20.51,0.0
9777,0.0,0.0,9.627659574468087,9.05,4.574468085106383,4.3,89.68085106382979,84.3,-59999896.117021285,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,101.5,12.0,20.51,0.0
9778,0.0,0.0,9.606382978723405,9.03,4.574468085106383,4.3,89.25531914893618,83.9,-59999896.56382978,0.0,0.0,0.0,60000000.0,0.0,1453.26,-1.0,0.0,101.5,10.4,20.51,0.0
9779,0.0,0.0,9.595744680851062,9.02,4.787234042553191,4.5,89.36170212765957,84.0,-59999896.25531913,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,99.4,8.7,20.51,0.0
9780,0.0,0.0,9.617021276595745,9.040000000000001,4.468085106382979,4.2,89.36170212765957,84.0,-59999896.5531915,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,101.5,7.6,20.51,0.0
9781,0.0,0.0,9.51063829787234,8.940000000000001,4.468085106382979,4.2,90.2127659574468,84.8,-59999895.80851064,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,101.5,6.7,20.51,0.0
9782,0.0,0.0,10.191489361702128,9.58,4.680851063829787,4.4,88.82978723404254,83.5,-59999896.29787233,0.0,0.0,0.0,60000000.0,0.0,1453.26,0.0,0.0,102.5,5.7,20.51,0.0
9783,0.0,0.0,10.202127659574467,9.59,4.787234042553191,4.5,84.04255319148935,79.0,-59999900.968085095,0.0,0.0,0.0,60000000.0,0.0,1453.26,-1.0,0.0,96.3,5.0,20.51,0.0
9784,0.0,0.0,9.5,8.93,4.787234042553191,4.5,82.7659574468085,77.8,-59999902.946808524,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,1.0,0.0,94.3,4.4,20.51,0.0
9785,0.0,0.0,9.5,8.93,4.468085106382979,4.2,82.5531914893617,77.6,-59999903.4787234,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,0.0,0.0,93.3,3.9,20.51,0.0
9786,0.0,0.0,9.457446808510637,8.89,4.680851063829787,4.4,83.40425531914894,78.4,-59999902.45744681,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,0.0,0.0,96.3,3.5,20.51,0.0
9787,0.0,0.0,9.436170212765958,8.870000000000001,4.574468085106383,4.3,85.10638297872339,80.0,-59999900.88297872,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,1.0,0.0,96.4,3.0,20.51,0.0
9788,0.0,0.0,9.382978723404253,8.82,4.680851063829787,4.4,85.85106382978722,80.7,-59999900.08510639,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,0.0,0.0,97.4,2.7,20.51,0.0
9789,0.0,0.0,9.361702127659575,8.8,4.468085106382979,4.2,81.06382978723404,76.2,-59999905.106382966,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,1.0,0.0,94.3,2.3,20.51,0.0
9790,0.0,0.0,8.989361702127658,8.45,4.468085106382979,4.2,79.89361702127658,75.1,-59999906.64893618,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,0.0,0.0,91.2,2.0,20.51,0.0
9791,0.0,0.0,9.02127659574468,8.48,4.468085106382979,4.2,80.63829787234042,75.8,-59999905.87234042,0.0,0.0,0.0,60000000.0,0.0,1425.8400000000001,0.0,0.0,92.2,1.7,20.51,0.0
9792,0.0,0.0,11.191489361702125,10.52,4.787234042553191,4.5,80.63829787234042,75.8,-59999903.38297874,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,94.3,1.4,20.51,0.0
9793,0.0,0.0,11.202127659574467,10.53,4.8936170212765955,4.6,81.70212765957447,76.8,-59999902.202127665,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,95.3,1.0,20.51,0.0
9794,0.0,0.0,12.170212765957448,11.440000000000001,4.468085106382979,4.2,83.82978723404254,78.8,-59999899.53191489,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,99.4,0.6,20.51,0.0
9795,0.0,0.0,10.000000000000002,9.4,4.468085106382979,4.2,84.25531914893617,79.2,-59999901.27659574,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,97.3,0.3,20.51,0.0
9796,0.0,0.0,8.989361702127658,8.45,4.468085106382979,4.2,76.06382978723404,71.5,-59999910.47872341,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,88.1,0.1,20.51,0.0
9797,0.0,0.0,9.819148936170215,9.23,4.680851063829787,4.4,74.68085106382979,70.2,-59999910.81914893,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,87.1,0.1,20.51,0.0
9798,0.0,0.0,9.851063829787233,9.26,4.574468085106383,4.3,74.36170212765957,69.9,-59999911.21276595,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,87.1,-0.2,20.51,0.0
9799,0.0,0.0,9.840425531914894,9.25,4.680851063829787,4.4,75.31914893617021,70.8,-59999910.15957448,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,88.1,-0.3,20.51,0.0
9800,0.0,0.0,9.829787234042552,9.24,4.361702127659574,4.1,67.76595744680851,63.7,-59999918.04255319,0.0,0.0,0.0,60000000.0,0.0,1398.42,2.0,0.0,79.9,-0.2,20.51,0.0
9801,0.0,0.0,10.414893617021278,9.790000000000001,4.468085106382979,4.2,69.78723404255318,65.6,-59999915.32978725,0.0,0.0,0.0,60000000.0,0.0,1398.42,0.0,0.0,83.0,-0.3,20.51,0.0
9802,0.0,0.0,11.46808510638298,10.78,4.468085106382979,4.2,65.0,61.1,-59999919.06382978,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,78.8,-0.4,20.51,0.0
9803,0.0,0.0,11.446808510638297,10.76,4.8936170212765955,4.6,64.7872340425532,60.89999999999999,-59999918.872340426,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,77.9,-0.8,20.51,0.0
9804,0.0,0.0,10.478723404255318,9.85,4.574468085106383,4.3,64.68085106382978,60.79999999999999,-59999920.265957445,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,77.9,-0.8,20.51,0.0
9805,0.0,0.0,10.478723404255318,9.85,4.574468085106383,4.3,65.0,61.1,-59999919.94680852,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,77.9,-1.0,20.51,0.0
9806,0.0,0.0,10.500000000000002,9.870000000000001,4.361702127659574,4.1,66.38297872340426,62.400000000000006,-59999918.75531913,0.0,0.0,0.0,60000000.0,0.0,1371.0,-1.0,0.0,79.9,-1.1,20.51,0.0
9807,0.0,0.0,9.872340425531915,9.28,4.574468085106383,4.3,67.5531914893617,63.5,-59999918.0,0.0,0.0,0.0,60000000.0,0.0,1371.0,2.0,0.0,80.9,-1.0,20.51,0.0
9808,0.0,0.0,9.829787234042552,9.24,4.574468085106383,4.3,70.1063829787234,65.9,-59999915.489361696,0.0,0.0,0.0,60000000.0,0.0,1371.0,-1.0,0.0,83.0,-1.0,20.51,0.0
9809,0.0,0.0,9.893617021276595,9.3,4.680851063829787,4.4,63.829787234042556,60.0,-59999921.59574468,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,76.8,-1.0,20.51,0.0
9810,0.0,0.0,9.882978723404255,9.290000000000001,4.468085106382979,4.2,63.617021276595736,59.8,-59999922.03191489,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,76.9,-1.0,19.32,0.0
9811,0.0,0.0,9.872340425531915,9.28,4.468085106382979,4.2,63.191489361702125,59.4,-59999922.4680851,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,74.8,-1.0,19.32,0.0
9812,0.0,0.0,9.936170212765958,9.34,4.574468085106383,4.3,63.617021276595736,59.8,-59999921.87234041,0.0,0.0,0.0,60000000.0,0.0,1371.0,0.0,0.0,74.8,-1.0,19.32,0.0
9813,0.0,0.0,9.97872340425532,9.379999999999999,4.680851063829787,4.4,65.0,61.1,-59999920.340425536,0.0,0.0,0.0,60000000.0,0.0,1343.58,1.0,0.0,77.9,-1.1,19.32,0.0
9814,0.0,0.0,10.244680851063828,9.629999999999999,4.787234042553191,4.5,67.4468085106383,63.4,-59999917.52127659,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,80.9,-1.3,19.32,0.0
9815,0.0,0.0,9.96808510638298,9.370000000000001,4.574468085106383,4.3,67.87234042553192,63.8,-59999917.58510638,0.0,0.0,0.0,60000000.0,0.0,1343.58,-1.0,0.0,79.9,-1.4,19.32,0.0
9816,0.0,0.0,10.000000000000002,9.4,4.468085106382979,4.2,63.191489361702125,59.4,-59999922.340425536,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,75.8,-1.4,19.32,0.0
9817,0.0,0.0,10.042553191489363,9.440000000000001,4.468085106382979,4.2,62.97872340425532,59.2,-59999922.5106383,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,75.8,-1.4,19.32,0.0
9818,0.0,0.0,12.191489361702125,11.459999999999999,4.787234042553191,4.5,62.65957446808511,58.9,-59999920.36170214,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,77.9,-1.4,19.32,0.0
9819,0.0,0.0,12.202127659574469,11.47,4.574468085106383,4.3,63.617021276595736,59.8,-59999919.606382966,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,79.9,-1.4,19.32,0.0
9820,0.0,0.0,12.787234042553191,12.02,4.574468085106383,4.3,65.31914893617021,61.39999999999999,-59999917.31914893,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,80.9,-1.4,19.32,0.0
9821,0.0,0.0,10.638297872340424,10.0,4.361702127659574,4.1,67.12765957446808,63.10000000000001,-59999917.872340426,0.0,0.0,0.0,60000000.0,0.0,1343.58,-1.0,0.0,79.9,-1.3,19.32,0.0
9822,0.0,0.0,10.542553191489361,9.91,4.574468085106383,4.3,67.34042553191489,63.3,-59999917.54255319,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,75.8,-1.5,19.32,0.0
9823,0.0,0.0,10.478723404255318,9.85,4.574468085106383,4.3,61.91489361702128,58.2,-59999923.03191489,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,75.8,-1.7,19.32,0.0
9824,0.0,0.0,10.48936170212766,9.86,4.680851063829787,4.4,61.91489361702128,58.2,-59999922.91489363,0.0,0.0,0.0,60000000.0,0.0,1343.58,0.0,0.0,76.8,-1.8,19.32,0.0
9825,0.0,0.0,10.500000000000002,9.870000000000001,4.468085106382979,4.2,62.12765957446808,58.4,-59999922.904255316,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,75.8,-1.7,19.32,0.0
9826,0.0,0.0,10.46808510638298,9.84,4.468085106382979,4.2,64.36170212765957,60.5,-59999920.70212766,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,76.8,-1.8,19.32,0.0
9827,0.0,0.0,10.46808510638298,9.84,4.574468085106383,4.3,65.1063829787234,61.2,-59999919.851063825,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,77.8,-1.9,19.32,0.0
9828,0.0,0.0,10.500000000000002,9.870000000000001,4.680851063829787,4.4,68.08510638297872,64.0,-59999916.73404255,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,-1.0,0.0,81.9,-1.9,19.32,0.0
9829,0.0,0.0,10.48936170212766,9.86,4.787234042553191,4.5,62.446808510638306,58.7,-59999922.27659575,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,76.8,-1.9,19.32,0.0
9830,0.0,0.0,10.478723404255318,9.85,4.574468085106383,4.3,62.34042553191489,58.6,-59999922.60638298,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,-1.0,0.0,75.8,-1.8,19.32,0.0
9831,0.0,0.0,10.595744680851062,9.959999999999999,4.574468085106383,4.3,62.34042553191489,58.6,-59999922.489361696,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,75.8,-1.7,19.32,0.0
9832,0.0,0.0,10.595744680851062,9.959999999999999,4.574468085106383,4.3,63.191489361702125,59.4,-59999921.63829787,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,76.8,-1.2,19.32,0.0
9833,0.0,0.0,10.553191489361703,9.92,4.787234042553191,4.5,64.25531914893617,60.4,-59999920.40425532,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,0.0,0.0,77.8,-1.3,19.32,0.0
9834,0.0,0.0,10.53191489361702,9.9,4.680851063829787,4.4,65.42553191489361,61.49999999999999,-59999919.36170214,0.0,0.0,0.0,60000000.0,0.0,1316.1599999999999,1.0,0.0,79.9,-1.5,19.32,0.0
9835,0.0,0.0,10.393617021276595,9.77,4.680851063829787,4.4,67.87234042553192,63.8,-59999917.053191476,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,80.9,-1.0,19.32,0.0
9836,0.0,0.0,9.925531914893618,9.33,4.468085106382979,4.2,62.55319148936171,58.8,-59999923.05319148,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,75.8,-0.7,19.32,0.0
9837,0.0,0.0,9.936170212765958,9.34,4.680851063829787,4.4,62.87234042553192,59.1,-59999922.5106383,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,75.8,-0.8,19.32,0.0
9838,0.0,0.0,9.936170212765958,9.34,4.574468085106383,4.3,63.72340425531915,59.9,-59999921.76595744,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,76.8,-0.6,19.32,0.0
9839,0.0,0.0,9.904255319148934,9.309999999999999,4.787234042553191,4.5,64.04255319148938,60.2,-59999921.26595744,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,76.8,-0.8,19.32,0.0
9840,0.0,0.0,9.946808510638297,9.35,4.574468085106383,4.3,65.74468085106383,61.800000000000004,-59999919.73404257,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,78.8,-0.7,19.32,0.0
9841,0.0,0.0,10.010638297872338,9.41,4.680851063829787,4.4,68.51063829787235,64.4,-59999916.797872335,0.0,0.0,0.0,60000000.0,0.0,1288.74,1.0,0.0,80.9,-0.7,19.32,0.0
9842,0.0,0.0,12.319148936170212,11.58,4.680851063829787,4.4,68.93617021276594,64.8,-59999914.063829795,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,83.9,-0.8,19.32,0.0
9843,0.0,0.0,12.180851063829788,11.45,4.787234042553191,4.5,63.191489361702125,59.4,-59999919.84042554,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,77.8,-0.9,19.32,0.0
9844,0.0,0.0,12.24468085106383,11.51,4.787234042553191,4.5,62.765957446808514,59.0,-59999920.20212766,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,77.8,-1.1,19.32,0.0
9845,0.0,0.0,10.127659574468083,9.52,4.680851063829787,4.4,62.87234042553192,59.1,-59999922.319148935,0.0,0.0,0.0,60000000.0,0.0,1288.74,0.0,0.0,75.7,-1.1,19.32,0.0
9846,0.0,0.0,10.127659574468083,9.52,4.574468085106383,4.3,62.446808510638306,58.7,-59999922.85106384,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,75.7,-1.2,19.32,0.0
9847,0.0,0.0,11.148936170212766,10.48,4.468085106382979,4.2,63.51063829787235,59.7,-59999920.87234042,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,77.8,-0.9,19.32,0.0
9848,0.0,0.0,11.074468085106384,10.41,4.680851063829787,4.4,66.06382978723404,62.099999999999994,-59999918.18085107,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,79.8,-0.7,19.32,0.0
9849,0.0,0.0,10.000000000000002,9.4,4.787234042553191,4.5,67.12765957446808,63.10000000000001,-59999918.08510638,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,-12.0,0.0,56.4,-0.6,19.32,0.0
9850,0.0,0.0,10.010638297872338,9.41,4.787234042553191,4.5,41.91489361702127,39.4,-59999943.28723404,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,56.3,-0.4,19.32,0.0
9851,0.0,0.0,10.010638297872338,9.41,4.574468085106383,4.3,28.510638297872337,26.8,-59999956.90425533,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,-1.0,0.0,43.0,-0.2,19.32,0.0
9852,0.0,0.0,10.053191489361703,9.45,4.574468085106383,4.3,15.319148936170215,14.4,-59999970.0531915,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,30.699999999999996,-0.2,19.32,0.0
9853,0.0,0.0,10.010638297872338,9.41,4.574468085106383,4.3,17.659574468085104,16.6,-59999967.75531915,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,-1.0,0.0,31.7,-0.7,19.32,0.0
9854,0.0,0.0,10.03191489361702,9.43,2.8723404255319154,2.7,17.5531914893617,16.5,-59999969.542553194,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,32.7,-1.2,19.32,0.0
9855,0.0,0.0,10.27659574468085,9.66,2.8723404255319154,2.7,19.78723404255319,18.6,-59999967.063829795,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,33.8,-0.9,19.32,0.0
9856,0.0,0.0,3.861702127659574,3.63,2.8723404255319154,2.7,8.085106382978722,7.599999999999999,-59999985.18085107,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,18.5,-1.1,19.32,0.0
9857,0.0,0.0,3.808510638297872,3.5799999999999996,2.765957446808511,2.6,7.234042553191489,6.8,-59999986.191489354,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,1.0,0.0,16.4,-0.4,19.32,0.0
9858,0.0,0.0,2.9999999999999996,2.82,2.8723404255319154,2.7,7.446808510638298,7.0,-59999986.680851065,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,15.399999999999999,-0.3,19.32,0.0
9859,0.0,0.0,3.5319148936170213,3.3200000000000003,2.8723404255319154,2.7,6.914893617021277,6.5,-59999986.680851065,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,15.3,-0.5,19.32,0.0
9860,0.0,0.0,3.6382978723404262,3.4200000000000004,2.8723404255319154,2.7,8.085106382978722,7.599999999999999,-59999985.40425531,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,16.4,-0.7,19.32,0.0
9861,0.0,0.0,3.6382978723404262,3.4200000000000004,2.8723404255319154,2.7,8.936170212765958,8.4,-59999984.553191476,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,17.4,-0.6,19.32,0.0
9862,0.0,0.0,3.4574468085106385,3.25,2.8723404255319154,2.7,11.702127659574467,11.0,-59999981.9680851,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,19.5,-0.9,19.32,0.0
9863,0.0,0.0,3.4787234042553195,3.2700000000000005,2.8723404255319154,2.7,10.000000000000002,9.4,-59999983.64893617,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,20.5,-1.3,19.32,0.0
9864,0.0,0.0,3.4468085106382977,3.2399999999999998,2.8723404255319154,2.7,6.702127659574468,6.3,-59999986.9787234,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,15.399999999999999,-1.3,19.32,0.0
9865,0.0,0.0,3.4574468085106385,3.25,2.8723404255319154,2.7,6.808510638297873,6.4,-59999986.86170214,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,15.399999999999999,-1.3,19.32,0.0
9866,0.0,0.0,3.425531914893617,3.22,2.8723404255319154,2.7,7.76595744680851,7.3,-59999985.93617021,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,15.399999999999999,-1.0,19.32,0.0
9867,0.0,0.0,3.4042553191489366,3.2,2.8723404255319154,2.7,8.404255319148938,7.900000000000001,-59999985.31914893,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,17.4,-0.9,19.32,0.0
9868,0.0,0.0,2.882978723404255,2.71,2.8723404255319154,2.7,9.787234042553191,9.2,-59999984.45744681,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,17.4,-1.1,19.32,0.0
9869,0.0,0.0,2.8723404255319154,2.7,2.8723404255319154,2.7,12.127659574468085,11.4,-59999982.12765958,0.0,0.0,0.0,60000000.0,0.0,1261.3200000000002,0.0,0.0,19.5,-1.2,19.32,0.0
