LP,DP
1441.390499,1420.8
1433.876085,1413.4
1426.361746,1406
1418.847483,1398.6
1411.333294,1391.2
1403.819181,1383.8
1396.305143,1376.4
1388.79118,1369
1381.277292,1361.6
1373.763479,1354.2
1366.249741,1346.8
1358.736079,1339.4
1351.222492,1332
1343.708979,1324.6
1336.195542,1317.2
1328.68218,1309.8
1321.168893,1302.4
1313.655682,1295
1306.142545,1287.6
1298.629484,1280.2
1291.116497,1272.8
1283.603586,1265.4
1276.09075,1258
1268.577989,1250.6
1261.065304,1243.2
1253.552693,1235.8
1246.040157,1228.4
1238.527697,1221
1231.015312,1213.6
1223.503002,1206.2
1215.990767,1198.8
1208.478607,1191.4
1200.966522,1184
1193.454512,1176.6
1185.942578,1169.2
1178.430718,1161.8
1170.918934,1154.4
1163.407225,1147
1155.895591,1139.6
1148.384032,1132.2
1140.872548,1124.8
1133.361139,1117.4
1125.849806,1110
1118.338547,1102.6
1110.827364,1095.2
1103.316255,1087.8
1095.805222,1080.4
1088.294264,1073
1080.783381,1065.6
1073.272573,1058.2
1065.761841,1050.8
1058.251183,1043.4
1050.740601,1036
1043.230093,1028.6
1035.719661,1021.2
1028.209304,1013.8
1020.699022,1006.4
1013.188815,999
1005.678683,991.6
998.1686258,984.2
990.6586442,976.8
983.1487376,969.4
975.6389061,962
968.1291497,954.6
960.6194684,947.2
953.1098622,939.8
945.6003311,932.4
938.0908751,925
930.5814942,917.6
923.0721884,910.2
915.5629577,902.8
908.053802,895.4
900.5447215,888
893.0357161,880.6
885.5267857,873.2
878.0179304,865.8
870.5091502,858.4
863.0004452,851
855.4918152,843.6
847.9832602,836.2
840.4747804,828.8
832.9663757,821.4
825.458046,814
817.9497914,806.6
810.4416119,799.2
802.9335075,791.8
795.4254782,784.4
787.9175239,777
780.4096447,769.6
772.9018406,762.2
765.3941116,754.8
757.8864577,747.4
750.3788788,740
742.871375,732.6
735.3639463,725.2
727.8565927,717.8
720.3493141,710.4
712.8421106,703
705.3349822,695.6
697.8279288,688.2
690.3209506,680.8
682.8140473,673.4
675.3072192,666
667.8004661,658.6
660.2937881,651.2
652.7871852,643.8
645.2806573,636.4
637.7742045,629
630.2678268,621.6
622.7615241,614.2
615.2552965,606.8
607.7491439,599.4
600.2430664,592
592.737064,584.6
585.2311366,577.2
577.7252843,569.8
570.2195071,562.4
562.7138049,555
555.2081777,547.6
547.7026257,540.2
540.1971486,532.8
532.6917467,525.4
525.1864197,518
517.6811679,510.6
510.1759911,503.2
502.6708893,495.8
495.1658626,488.4
487.6609109,481
480.1560343,473.6
472.6512328,466.2
465.1465063,458.8
457.6418548,451.4
450.1372784,444
442.632777,436.6
435.1283507,429.2
427.6239994,421.8
420.1197231,414.4
412.6155219,407
405.1113958,399.6
397.6073447,392.2
390.1033686,384.8
382.5994676,377.4
375.0956416,370
367.5918906,362.6
360.0882147,355.2
352.5846138,347.8
345.081088,340.4
337.5776372,333
330.0742614,325.6
322.5709606,318.2
315.0677349,310.8
307.5645843,303.4
300.0615086,296
292.558508,288.6
285.0555824,281.2
277.5527319,273.8
270.0499563,266.4
262.5472558,259
255.0446304,251.6
247.5420799,244.2
240.0396045,236.8
232.5372041,229.4
225.0348787,222
217.5326284,214.6
210.030453,207.2
202.5283527,199.8
195.0263275,192.4
187.5243772,185
180.022502,177.6
172.5207017,170.2
165.0189765,162.8
157.5173263,155.4
150.0157512,148
142.514251,140.6
135.0128259,133.2
127.5114757,125.8
120.0102006,118.4
112.5090005,111
105.0078754,103.6
97.50682534,96.2
90.00585027,88.8
82.50495021,81.4
75.00412517,74
67.50337512,66.6
60.00270009,59.2
52.50210006,51.8
45.00157504,44.4
37.50112503,37
30.00075002,29.6
22.50045001,22.2
15.000225,14.8
7.500075001,7.4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.4
0,0.8
0,1.2
0,1.6
0,2
0,2.4
0,2.8
0,3.2
0,3.8
0,4.4
0,5
0,5.6
0,6
0,6.4
0,6.8
0,7.2
0,7.8
0,8.2
0,8.8
0,9.2
0,9.6
0,10
0,10.4
0,11
0,11.6
0,12.2
0,12.6
0,13
0,13.4
0,14
0,14.6
0,15.2
0,15.8
0,16.4
0,17
0,17.4
0,17.8
0,18.4
0,19
0,19.6
0,20.2
0,20.8
0,21.2
0,21.6
0,22.2
0,22.8
0,23.4
0,24
0,24.6
0,25.2
0,25.6
0,26.2
0,26.8
0,27.4
0,28
0,28.6
0,29
3.779333333,29.4
11.27929554,30
18.77918275,30.6
18.77899496,31.2
18.77880717,31.8
18.77861938,32.2
18.77843159,32.6
18.77824381,33
18.77805602,33.6
18.77786824,34.2
18.77768047,34.8
18.77749269,35.4
18.77730491,35.8
18.77711714,36.2
18.77692937,36.6
18.7767416,37.2
18.77655383,37.8
18.77636607,38.4
18.7761783,39
18.77599054,39.6
18.77580278,40
18.77561502,40.4
18.77542727,41
18.77523951,41.6
18.77505176,42.2
18.77486401,42.8
18.77467626,43.2
18.77448851,43.6
18.77430077,44
18.77411303,44.6
22.08492529,45.2
29.58470444,45.8
37.08440859,46.4
37.08403775,47
37.0836669,47.4
37.08329607,48
37.08292524,48.6
37.08255441,49.2
37.08218358,49.8
37.08181276,50.4
37.08144194,51
37.08107113,51.4
37.08070032,52
37.08032951,52.6
37.07995871,53.2
37.07958791,53.8
37.07921711,54.4
37.07884632,54.8
37.07847553,55.2
37.07810474,55.8
37.07773396,56.4
37.07736319,57
37.07699241,57.6
37.07662164,58.2
37.07625088,58.6
37.07588011,59
37.07550935,59.6
37.0751386,60.2
37.07476785,60.8
37.0743971,61.4
40.49152636,62
47.99112144,62.4
55.49064153,62.8
55.49008662,63.4
55.48953172,64
55.48897683,64.6
55.48842194,65.2
55.48786705,65.6
55.48731217,66
55.4867573,66.4
55.48620243,67
55.48564757,67.6
55.48509272,68.2
55.48453786,68.8
55.48398302,69.4
55.48342818,69.8
55.48287335,70.2
55.48231852,70.8
55.48176369,71.4
55.48120888,72
55.48065406,72.6
55.48009926,73.2
55.47954446,73.6
55.47898966,74
55.47843487,74.6
55.47788009,75.2
55.47732531,75.8
55.47677053,76.4
55.47621577,77
55.475661,77.4
59.00727291,77.8
66.50668284,78.4
74.00601778,79
74.00527771,79.6
74.00453766,80.2
74.00379762,80.6
74.00305758,81
74.00231755,81.6
74.00157752,82.2
74.00083751,82.8
74.0000975,83.4
73.9993575,84
73.99861751,84.4
73.99787752,84.8
73.99713754,85.2
73.99639757,85.8
73.99565761,86.4
73.99491765,87
73.9941777,87.6
73.99343776,88
73.99269782,88.4
73.9919579,89
73.99121798,89.6
73.99047807,90.2
73.98973816,90.8
73.98899826,91.4
73.98825837,91.8
73.98751849,92.2
73.98677862,92.8
73.98603875,93.4
77.43746555,94
84.93669118,94.6
92.43584181,95.2
92.43491745,95.6
92.4339931,96
92.43306876,96.6
92.43214443,97.2
92.43122011,97.8
92.4302958,98.4
92.4293715,99
92.4284472,99.4
92.42752292,99.8
92.42659864,100.4
92.42567438,101
92.42475012,101.6
92.42382587,102.2
92.42290164,102.8
92.42197741,103.2
92.42105319,103.6
92.42012898,104.2
92.41920477,104.8
92.41828058,105.4
92.4173564,106
92.41643223,106.6
92.41550806,107
92.41458391,107.4
92.41365976,108
92.41273562,108.6
92.4118115,109.2
92.41088738,109.8
95.6512966,110.2
103.1503401,110.6
110.6493086,111
110.6482021,111.6
110.6470956,112.2
110.6459891,112.8
110.6448827,113.4
110.6437762,113.8
110.6426698,114.2
110.6415634,114.6
110.640457,115.2
110.6393505,115.8
110.6382442,116.4
110.6371378,117
110.6360314,117.6
110.634925,118
110.6338187,118.4
110.6327124,119
110.631606,119.6
110.6304997,120.2
110.6293934,120.8
110.6282871,121.4
110.6271808,121.8
110.6260746,122.2
110.6249683,122.8
110.623862,123.4
110.6227558,123.8
110.6216496,124.2
110.6205434,124.6
110.6194372,125
113.896331,125.4
121.395192,126
128.893978,126.6
128.8926891,127.2
128.8914002,127.8
128.8901113,128.4
128.8888224,128.8
128.8875335,129.2
128.8862446,129.8
128.8849557,130.4
128.8836669,131
128.8823781,131.6
128.8810892,132.2
128.8798004,132.6
128.8785116,133
128.8772228,133.6
128.8759341,134.2
128.8746453,134.8
128.8733566,135.4
128.8720678,136
128.8707791,136.6
128.8694904,137
128.8682017,137.6
128.866913,138.2
128.8656243,138.8
128.8643357,139.4
128.8630471,140
128.8617584,140.4
128.8604698,140.8
128.8591812,141.4
132.3497259,142
139.8484024,142.6
147.347004,143.2
147.3455305,143.8
147.344057,144.2
147.3425836,144.6
147.3411102,145.2
147.3396368,145.8
147.3381634,146.4
147.33669,147
147.3352166,147.6
147.3337433,148
147.3322699,148.4
147.3307966,149
147.3293233,149.6
147.32785,150.2
147.3263767,150.8
147.3249035,151.2
147.3234302,151.6
147.321957,152
147.3204838,152.6
147.3190105,153.2
147.3175374,153.8
147.3160642,154.4
147.314591,155
147.3131179,155.4
147.3116447,155.8
147.3101716,156.4
147.3086985,157
147.3072254,157.6
150.7735857,158.2
158.272078,158.8
165.7704952,159.2
165.7688375,159.6
165.7671798,160.2
165.7655222,160.8
165.7638645,161.4
165.7622069,162
165.7605493,162.6
165.7588917,163
165.7572341,163.4
165.7555765,164
165.7539189,164.6
165.7522614,165.2
165.7506039,165.8
165.7489464,166.2
165.7472889,166.6
165.7456314,167
165.743974,167.6
165.7423165,168.2
165.7406591,168.8
165.7390017,169.4
165.7373443,169.8
165.7356869,170.2
165.7340296,170.6
165.7323722,171
165.7307149,171.4
165.7290576,172
165.7274003,172.4
165.725743,172.8
168.5092524,173.2
176.0075673,173.6
183.5058073,174.2
183.5039722,174.8
183.5021372,175.4
183.5003021,176
183.4984671,176.4
183.4966322,176.8
183.4947972,177.2
183.4929622,177.8
183.4911273,178.4
183.4892924,179
183.4874575,179.4
183.4856226,179.8
183.4837878,180.2
183.4819529,180.6
183.4801181,181.2
183.4782833,181.8
183.4764485,182.4
183.4746138,183
183.472779,183.4
183.4709443,183.8
183.4691096,184.2
183.4672749,184.8
183.4654402,185.4
183.4636056,185.8
183.4617709,186.2
183.4599363,186.6
183.4581017,187
183.4562671,187.4
186.0555992,188
193.5537387,188.6
201.0518032,189.2
201.0497926,189.8
201.0477821,190.2
201.0457717,190.6
201.0437612,191
201.0417508,191.6
201.0397403,192.2
201.0377299,192.8
201.0357196,193.4
201.0337092,193.8
201.0316989,194.2
201.0296886,194.6
201.0276783,195.2
201.025668,195.8
201.0236577,196.4
201.0216475,196.8
201.0196373,197.2
201.0176271,197.6
201.0156169,198
201.0136067,198.6
201.0115966,199.2
201.0095865,199.8
201.0075764,200.2
201.0055663,200.6
201.0035563,201
201.0015462,201.4
200.9995362,202
200.9975262,202.6
203.6411829,203
211.1391465,203.6
218.6370351,204
218.6348487,204.4
218.6326624,204.8
218.6304761,205.4
218.6282898,206
218.6261035,206.6
218.6239172,207.2
218.621731,207.6
218.6195448,208
218.6173586,208.4
218.6151724,209
218.6129862,209.6
218.6108001,210.2
218.608614,210.6
218.6064279,211
218.6042418,211.4
218.6020558,211.8
218.5998698,212.4
218.5976838,213
218.5954978,213.6
218.5933119,214.2
218.5911259,214.6
218.58894,215
218.5867541,215.4
218.5845683,215.8
218.5823824,216.2
218.5801966,216.6
218.5780108,217
221.0601583,217.4
228.5579477,217.8
236.0556622,218.2
236.0533016,218.8
236.0509411,219.4
236.0485806,220
236.0462201,220.6
236.0438596,221
236.0414992,221.4
236.0391388,221.8
236.0367784,222.4
236.034418,223
236.0320577,223.6
236.0296973,224
236.027337,224.4
236.0249768,224.8
236.0226165,225.2
236.0202563,225.6
236.0178961,226.2
236.0155359,226.8
236.0131757,227.4
236.0108156,227.8
236.0084555,228.2
236.0060954,228.6
236.0037354,229.2
236.0013753,229.8
235.9990153,230.4
235.9966553,231
235.9942954,231.4
235.9919354,231.8
238.6515755,232.2
246.149189,232.8
253.6467275,233.2
253.644191,233.6
253.6416546,234
253.6391182,234.4
253.6365818,234.8
253.6340454,235.2
253.6315091,235.8
253.6289727,236.4
253.6264365,237
253.6239002,237.4
253.621364,237.8
253.6188277,238.2
253.6162916,238.6
253.6137554,239.2
253.6112193,239.8
253.6086831,240.4
253.6061471,241
253.603611,241.4
253.601075,241.8
253.5985389,242.2
253.596003,242.8
253.593467,243.4
253.5909311,243.8
253.5883952,244.2
253.5858593,244.6
253.5833234,245
253.5807876,245.4
253.5782518,246
256.250216,246.6
263.7476535,247.2
271.245016,247.8
271.2423036,248.2
271.2395911,248.6
271.2368787,249
271.2341664,249.6
271.231454,250.2
271.2287417,250.8
271.2260294,251.4
271.2233172,251.8
271.2206049,252.2
271.2178927,252.6
271.2151805,253.2
271.2124684,253.8
271.2097563,254.4
271.2070442,255
271.2043321,255.4
271.2016201,255.8
271.198908,256.2
271.1961961,256.6
271.1934841,257.2
271.1907722,257.8
271.1880603,258.2
271.1853484,258.6
271.1826365,259
271.1799247,259.6
271.1772129,260.2
271.1745011,260.8
271.1717894,261.4
273.8182443,261.8
281.3155061,262.2
288.812693,262.6
288.8098049,263
288.8069168,263.4
288.8040287,263.8
288.8011407,264.2
288.7982526,264.6
288.7953647,265
288.7924767,265.4
288.7895888,266
288.7867009,266.6
288.783813,267.2
288.7809252,267.8
288.7780374,268.4
288.7751496,268.8
288.7722618,269.2
288.7693741,269.6
288.7664864,270
288.7635988,270.4
288.7607111,271
288.7578235,271.4
288.7549359,271.8
288.7520484,272.2
288.7491609,272.6
288.7462734,273.2
288.7433859,273.8
288.7404985,274.4
288.7376111,274.8
288.7347237,275.2
291.336003,275.6
298.8330897,276.2
306.3301013,276.8
306.327038,277.4
306.3239748,278
306.3209115,278.4
306.3178483,278.8
306.3147851,279.2
306.311722,279.8
306.3086589,280.4
306.3055958,281
306.3025327,281.6
306.2994697,282.2
306.2964067,282.8
306.2933437,283.2
306.2902808,283.8
306.2872179,284.4
306.284155,285
306.2810922,285.6
306.2780294,286.2
306.2749666,286.8
306.2719038,287.4
306.2688411,288
306.2657784,288.6
306.2627158,289.2
306.2596531,289.8
306.2565906,290.4
306.253528,291
306.2504655,291.6
306.2474029,292.2
311.0435791,292.8
318.5404687,293.4
326.0372833,294
326.0340229,294.6
326.0307626,295.2
326.0275023,295.8
326.024242,296.4
326.0279338,297
326.0368221,297.6
326.0733251,298.4
326.0873824,299.2
326.1062482,300
326.1302858,300.8
326.2161318,301.6
326.3109523,302.4
326.4303319,303.2
326.5442376,304
326.6606995,304.8
326.7777502,305.6
326.8672477,306.4
326.9633291,307.2
327.1265761,308
327.2566002,308.8
327.3908469,309.6
327.510117,310.4
327.6049159,311.2
327.6675445,312
327.7690085,312.8
327.9263048,313.6
329.4579109,314.4
336.9546163,315.2
344.4512468,316
351.9478023,316.8
352.0711708,317.6
352.1801448,318.4
352.3218063,319.2
352.4557971,320
352.5992592,320.8
352.7452772,321.6
352.8819384,322.4
353.0266336,323.2
353.1916413,324
353.4579694,325
353.7255462,326
353.9834509,327
354.1800884,327.8
354.4178219,328.8
354.6887384,329.8
355.2259949,331
355.8140326,332.2
356.4100945,333.4
356.9267437,334.6
357.4243851,335.8
357.9211608,337
358.4462236,338.2
358.9891005,339.4
359.6088079,340.8
360.2117279,342
360.7853551,343.2
363.8594659,344.4
371.3558273,345.6
378.8521137,346.8
386.3483252,348
386.8971584,349.2
387.3644021,350.4
387.8295811,351.6
388.5112102,353
389.1866984,354.4
389.8701578,355.8
390.5621458,357.2
391.3314955,358.6
392.1570802,360.2
392.9812686,361.8
393.8085335,363.4
394.6293254,365
395.4016964,366.4
396.1621691,367.8
397.0107955,369.4
397.8702494,371
398.7410853,372.6
399.5861559,374.2
400.4063027,375.8
401.1951107,377.2
401.9766867,378.6
402.7975609,380.2
403.621285,381.8
404.4396101,383.4
405.2421184,384.8
406.0407059,386.2
410.4635429,387.6
417.9594382,389
425.4552586,390.6
432.9510041,392.2
433.8415299,393.8
434.7311015,395.4
435.6122242,397
436.4991027,398.6
437.3568744,400.2
438.3057902,401.8
439.2770651,403.4
440.2543057,405
441.1709958,406.6
442.0760754,408.2
443.0467467,409.8
444.0213675,411.4
444.8938646,413
445.8198037,414.6
446.7750502,416.2
447.7627431,417.8
448.7993655,419.6
449.9267608,421.4
451.0882322,423.2
452.1839466,425
453.2269401,426.8
454.3950972,428.6
455.6381873,430.6
456.7203175,432.4
457.8095763,434.2
458.9591496,436
464.8903946,437.8
472.3857457,439.6
479.8810219,441.6
487.3762231,443.6
488.5573386,445.4
489.6298611,447.2
490.7602801,449
491.8282812,450.8
492.5632002,452.2
493.1442686,453.4
493.6099791,454.6
494.0612044,455.8
494.5593544,457
495.0406335,458.2
495.5100991,459.4
495.975866,460.6
496.4199069,461.8
496.8478367,463
497.2914722,464.2
497.8996546,465.4
498.5759343,466.8
499.2627399,468.2
499.9509593,469.6
500.5999151,471
501.2123398,472.4
501.9026976,473.8
502.5875193,475.2
503.6005474,477
504.8743394,479
506.3647427,481.2
512.691241,483.2
520.1861141,485
527.6809122,487
535.1756354,489.2
536.731033,491.4
538.2002244,493.6
539.6651577,495.8
541.0396204,497.8
542.6374093,500
544.4275749,502.4
546.3222547,505
548.2712701,507.6
550.2303287,510.2
552.1855151,512.8
554.1172966,515.4
556.1221107,518
558.0670008,520.6
559.9065635,523.2
561.6261604,525.6
563.3100408,528
565.0895291,530.4
566.8327788,532.8
568.6096478,535.2
570.4511024,537.8
572.3107106,540.4
574.1238768,543
575.8430742,545.4
577.6195411,547.8
579.4494523,550.4
582.1653051,553
589.6594835,555.4
597.1535869,558
604.6476153,560.6
612.1415688,563.2
614.0778934,565.8
616.0507666,568.4
617.9871968,571
619.8713509,573.6
621.7155162,576.2
623.6157884,578.8
625.6582242,581.6
627.6065283,584.2
629.5991896,586.8
631.6304889,589.6
633.5874373,592.2
635.4992081,594.8
637.4856784,597.4
639.4282276,600
641.3791233,602.6
643.3487915,605.2
645.373002,608
647.368679,610.6
649.2738373,613.2
651.1058732,615.8
653.0608188,618.4
654.7893775,620.8
656.594937,623.2
658.3983337,625.6
660.3041604,628.2
664.332394,630.8
671.8257507,633.6
679.3190324,636.4
686.8122392,639.2
694.3053711,642
696.5579454,645
698.8210571,648
701.1105176,651
703.3202998,654
705.5590073,657
707.8184684,660
710.2056688,663
712.5498894,666
714.9509113,669
717.3260211,672
719.6309705,675
722.0018229,678
724.4823262,681.2
726.965616,684.4
729.3934577,687.6
731.8131984,690.8
734.1615543,693.8
736.5343514,696.8
738.97448,700
741.3989449,703.2
743.8572869,706.4
746.2481864,709.4
748.5145706,712.4
750.8529347,715.4
753.2366089,718.4
758.7454032,721.4
766.2378157,724.6
773.7301533,727.6
781.222416,730.6
788.7146038,733.8
791.1978687,737
793.6740814,740.2
796.1311573,743.4
798.5574653,746.6
800.9588637,749.6
803.4175688,752.8
805.8938806,756
808.4089297,759.2
810.8730003,762.4
813.2787209,765.4
815.6888301,768.6
818.1570245,771.8
820.6523036,775
823.1789864,778.2
825.677972,781.4
828.1299185,784.6
830.6034472,787.8
833.1580959,791
835.6559763,794.2
838.1326051,797.4
840.6195804,800.6
843.0262302,803.6
845.4652986,806.8
847.9655833,810
850.429917,813.2
856.198546,816.4
863.689984,819.6
871.1813471,822.6
878.6726353,825.8
886.1638486,829
888.7256109,832.2
891.2655937,835.4
893.7404337,838.6
896.187153,841.8
898.6792824,845
901.2222176,848.2
903.7951134,851.4
906.3860461,854.6
906.3769823,855
906.3679185,855.4
906.3588548,855.8
906.3497912,856.2
906.3407277,856.6
906.3316643,857
906.322601,857.4
906.3135378,857.8
906.3044746,858.2
906.2954116,858.6
906.2863486,859
906.2772858,859.4
906.268223,859.8
906.2591603,860.2
906.2500977,860.6
906.2410352,861
906.2319728,861.4
906.2229105,861.8
906.2138483,862.2
909.0229528,862.6
916.5138626,863
924.0046974,863.4
923.9954574,863.8
923.9862174,864.2
923.9769776,864.6
923.9677378,865
923.9584981,865.4
923.9492585,865.8
923.940019,866.2
923.9307796,866.6
923.9215403,867
923.9123011,867.4
923.903062,867.8
923.893823,868.2
923.884584,868.6
923.8753452,869
923.8661064,869.4
923.8568678,869.8
923.8476292,870.2
923.8383907,870.6
923.8291523,871
923.8199141,871.4
923.8106759,871.8
923.8014377,872.2
923.7921997,872.6
923.7829618,873
923.773724,873.4
923.7644862,873.8
923.7552486,874.2
924.2956777,874.6
931.7864348,875
939.2771169,875.4
939.2677241,875.8
939.2583314,876.2
939.2489389,876.6
939.2395464,877
939.230154,877.4
939.2207617,877.8
939.2113695,878.2
939.2019774,878.6
939.1925853,879
939.1831934,879.4
939.1738016,879.8
939.1644098,880.2
939.1550182,880.6
939.7923086,882
942.2231914,885.2
944.8490125,888.6
947.419474,891.8
949.0783898,894.2
951.0949644,897
953.3717927,900
955.7762257,903
958.5258366,906.4
961.231256,909.8
961.2216437,910.2
961.2120315,910.6
961.2024193,911
961.1928073,911.4
964.4383621,911.8
971.9287177,912.2
979.4189984,912.6
979.4092042,913
979.3994101,913.4
979.3896161,913.8
979.3798222,914.2
979.3700284,914.6
979.3602347,915
979.3504411,915.4
979.3406476,915.8
979.3308542,916.2
979.3210609,916.6
979.3112677,917
979.3014746,917.4
979.2916816,917.8
979.2818886,918.2
979.2720958,918.6
979.2623031,919
979.2525105,919.4
979.242718,919.8
979.2329255,920.2
979.2231332,920.6
979.213341,921
979.2035488,921.4
979.1937568,921.8
979.1839649,922.2
979.174173,922.6
979.1643813,923
979.1545896,923.4
980.1019648,923.8
987.5921637,924.2
995.0822878,924.6
995.072337,925
995.0623863,925.4
995.0524356,925.8
995.0424851,926.2
995.0325347,926.6
995.0225844,927
995.0126341,927.4
995.002684,927.8
994.992734,928.2
994.9827841,928.6
994.9728342,929
994.9628845,929.4
994.9529349,929.8
994.9429854,930.2
994.9330359,930.6
994.9230866,931
994.9131374,931.4
994.9031882,931.8
994.8932392,932.2
994.8832903,932.6
994.8733414,933
994.8633927,933.4
997.2657361,936.4
999.8065214,939.6
1002.270555,942.8
1004.699033,946
1010.445716,949.2
1017.935612,952.6
1025.425432,955.8
1032.915178,959
1035.405757,962.2
1035.395403,962.6
1035.385049,963
1035.374695,963.4
1035.364341,963.8
1035.353988,964.2
1035.343634,964.6
1035.333281,965
1035.322928,965.4
1035.312574,965.8
1035.302221,966.2
1035.291868,966.6
1035.281515,967
1035.271162,967.4
1035.26081,967.8
1035.250457,968.2
1035.240105,968.6
1035.229752,969
1035.2194,969.4
1035.209048,969.8
1035.198696,970.2
1035.188344,970.6
1035.177992,971
1035.16764,971.4
1035.157288,971.8
1035.146937,972.2
1035.136585,972.6
1036.324401,973
1043.814037,973.4
1051.303599,973.8
1051.293086,974.2
1051.282573,974.6
1051.27206,975
1051.261548,975.4
1051.251035,975.8
1051.240523,976.2
1051.23001,976.6
1051.219498,977
1051.208986,977.4
1051.198474,977.8
1051.187962,978.2
1051.17745,978.6
1051.166938,979
1051.156426,979.4
1051.145915,979.8
1051.135403,980.2
1051.124892,980.6
1051.114381,981
1051.103869,981.4
1051.093358,981.8
1051.082847,982.2
1051.072337,982.6
1051.061826,983
1051.051315,983.4
1051.040805,983.8
1051.030294,984.2
1053.99916,986.6
1061.48862,989.6
1068.978005,992.6
1076.467315,995.6
1078.825105,998.6
1081.160399,1001.6
1083.493615,1004.6
1085.782777,1007.6
1087.335435,1009.8
1087.324562,1010.2
1087.313689,1010.6
1087.302816,1011
1087.291943,1011.4
1087.28107,1011.8
1087.270197,1012.2
1087.259324,1012.6
1087.248452,1013
1087.237579,1013.4
1087.226707,1013.8
1087.215835,1014.2
1087.204962,1014.6
1087.19409,1015
1087.183218,1015.4
1087.172347,1015.8
1087.161475,1016.2
1087.150603,1016.6
1087.139732,1017
1087.12886,1017.4
1087.117989,1017.8
1087.107118,1018.2
1087.096247,1018.6
1089.192709,1019
1096.681817,1019.4
1104.17085,1019.8
1104.159809,1020.2
1104.148767,1020.6
1104.137726,1021
1104.126684,1021.4
1104.115643,1021.8
1104.104602,1022.2
1104.093561,1022.6
1104.08252,1023
1104.071479,1023.4
1104.060438,1023.8
1104.049398,1024.2
1104.038357,1024.6
1104.027317,1025
1104.016277,1025.4
1104.005236,1025.8
1103.994196,1026.2
1103.983156,1026.6
1103.972117,1027
1103.961077,1027.4
1103.950037,1027.8
1103.938998,1028.2
1103.927958,1028.6
1103.916919,1029
1103.90588,1029.4
1103.894841,1029.8
1103.883802,1030.2
1103.872763,1030.6
1108.234196,1031
1115.723114,1032.6
1123.211957,1035.2
1125.131115,1037.8
1126.970304,1040.4
1128.835728,1043
1130.8305,1045.6
1132.814722,1048.2
1134.800396,1050.8
1136.722682,1053.4
1138.571446,1056
1138.560061,1056.4
1138.548675,1056.8
1138.537289,1057.2
1138.525904,1057.6
1138.514519,1058
1138.503134,1058.4
1138.491749,1058.8
1138.480364,1059.2
1138.468979,1059.6
1138.457594,1060
1138.44621,1060.4
1138.434825,1060.8
1138.423441,1061.2
1138.412057,1061.6
1138.400672,1062
1138.389288,1062.4
1138.377905,1062.8
1138.366521,1063.2
1138.355137,1063.6
1141.17192,1064
1148.660509,1064.4
1156.149022,1064.8
1156.13746,1065.2
1156.125899,1065.6
1156.114338,1066
1156.102777,1066.4
1156.091216,1066.8
1156.079655,1067.2
1156.068094,1067.6
1156.056533,1068
1156.044973,1068.4
1156.033412,1068.8
1156.021852,1069.2
1156.010292,1069.6
1155.998732,1070
1155.987172,1070.4
1155.975612,1070.8
1155.964052,1071.2
1155.952492,1071.6
1155.940933,1072
1155.929373,1072.4
1155.917814,1072.8
1155.906255,1073.2
1155.894696,1073.6
1155.883137,1074
1155.871578,1074.4
1155.860019,1074.8
1155.848461,1075.2
1155.836902,1075.6
1156.562344,1076
1164.050778,1076.4
1171.539138,1076.8
1171.527422,1077.2
1172.535244,1079
1173.942346,1081.2
1175.32519,1083.2
1176.647326,1085.2
1177.957498,1087.2
1179.355488,1089.2
1180.759493,1091.2
1182.133423,1093.2
1183.488507,1095.2
1184.708989,1097.2
1185.945472,1099.2
1187.296142,1101.2
1188.588225,1103.2
1189.888522,1105.2
1191.01573,1107
1191.00382,1107.4
1190.99191,1107.8
1190.98,1108.2
1190.96809,1108.6
1190.95618,1109
1190.944271,1109.4
1190.932361,1109.8
1190.920452,1110.2
1190.908543,1110.6
1190.896634,1111
1190.884725,1111.4
1195.561316,1111.8
1203.04936,1112.2
1210.53733,1112.6
1210.525225,1112.6
1210.513119,1112.6
1210.501014,1112.6
1210.488909,1112.6
1210.476804,1112.6
1210.464699,1112.6
1210.452595,1112.6
1210.44049,1112.6
1210.428386,1112.6
1210.416282,1112.6
1210.404177,1112.6
1210.392073,1112.6
1210.379969,1112.6
1210.367866,1112.6
1210.355762,1112.6
1210.343658,1112.6
1210.331555,1112.6
1210.319452,1112.6
1210.307349,1112.6
1210.295245,1112.6
1210.283142,1112.6
1210.27104,1112.6
1210.258937,1112.6
1210.246834,1112.6
1210.234732,1112.6
1210.22263,1112.6
1210.210527,1112.6
1210.198425,1112.6
1210.186323,1112.6
1210.174221,1112.6
1202.66212,1110.2
1195.150093,1109.6
1187.638141,1108.2
1180.126265,1106.6
1172.614464,1106
1165.102738,1105.4
1157.591087,1103.6
1150.079511,1101.6
1142.56801,1100.6
1135.056584,1099.6
1127.545234,1098.6
1120.033958,1098.4
1112.522758,1098.2
1105.011633,1097.6
1097.500583,1097.4
