k,gP1,dA2,sBY,bF,xFD1_xFC2,pBY,v,dD,dD2
963,0,6,0,1186.822189,6.247396918,26.31,0,12,0
964,0,6,0,1183.697303,6.247396918,26.31,0,12,0
965,0,6,0,1180.572421,6.247396918,26.31,0,12,0
966,0,6,0,1177.447542,6.247396918,26.31,0,12,0
967,0,7,0,1173.80205,7.288629738,26.31,0,14,0
968,0,6,0,1170.677178,6.247396918,26.31,0,12,0
969,0,6,0,1167.552309,6.247396918,26.31,0,12,0
970,3,6,0,1165.927443,3.247396918,26.31,0,12,0
971,6,7,0,1165.281962,1.288629738,26.31,0,14,0
972,14,6,0,1165.280796,0,26.31,0,12,7.4456
973,17,6,0,1165.279631,0,26.31,0,12,10.3268
974,30,7,0,1169.184466,-7.812,26.31,0,14,14
975,42,7,0,1178.851697,-19.3368,26.31,0,14,14
976,44,15,0,1178.850518,0,26.31,0,30,27.2576
977,54,15,0,1182.280139,-6.8616,26.31,0,30,30
978,55,19,0,1182.278957,0,26.31,0,38,33.822
979,67,19,0,1185.951174,-7.3468,26.31,0,38,38
980,72,19,0,1192.024388,-12.1488,26.31,0,38,38
981,38,18,0,1192.023196,0,26.31,0,36,18.4952
982,25,18,0,1192.022004,0,26.31,0,36,6.01
983,24,17,0,1192.020812,0,26.31,0,34,6.0496
984,21,27,0,1188.462977,7.113286131,26.31,0,54,0
985,18,37,0,1178.198982,20.52561433,26.31,0,74,0
986,17,24,0,1174.20301,7.989587672,26.31,0,48,0
987,14,16,0,1172.871973,2.659725115,26.31,0,32,0
988,12,15,0,1171.061554,3.618492295,26.31,0,30,0
989,5,14,0,1166.271753,9.577259475,26.31,0,28,0
990,3,14,0,1160.481957,11.57725948,26.31,0,28,0
991,5,32,0,1146.321071,28.31945023,26.31,0,64,0
992,5,19,0,1138.928213,14.78342357,26.31,0,38,0
993,1,14,0,1132.138445,13.57725948,26.31,0,28,0
994,0,14,0,1124.848683,14.57725948,26.31,0,28,0
995,0,14,0,1117.558928,14.57725948,26.31,0,28,0
996,0,14,0,1110.269181,14.57725948,26.31,0,28,0
997,0,6,0,1107.144372,6.247396918,26.31,0,12,0
998,0,7,0,1103.49895,7.288629738,26.31,0,14,0
999,0,6,0,1100.374148,6.247396918,26.31,0,12,0
1000,0,6,0,1097.249349,6.247396918,26.31,0,12,0
1001,0,5,0,1094.64517,5.206164098,26.31,0,10,0
1002,0,6,0,1091.520377,6.247396918,26.31,0,12,0
1003,0,6,0,1088.395587,6.247396918,26.31,0,12,0
1004,0,6,0,1085.2708,6.247396918,26.31,0,12,0
1005,0,6,0,1082.146016,6.247396918,26.31,0,12,0
1006,0,6,0,1079.021236,6.247396918,26.31,0,12,0
1007,0,6,0,1075.896458,6.247396918,26.31,0,12,0
1008,0,7,0,1072.251068,7.288629738,26.31,0,14,0
1009,0,6,0,1069.126297,6.247396918,26.31,0,12,0
1010,0,6,0,1066.001529,6.247396918,26.31,0,12,0
1011,0,6,0,1062.876765,6.247396918,26.31,0,12,0
1012,0,6,0,1059.752003,6.247396918,26.31,0,12,0
1013,0,6,0,1056.627245,6.247396918,26.31,0,12,0
1014,0,6,0,1053.50249,6.247396918,26.31,0,12,0
1015,0,7,0,1049.857122,7.288629738,26.31,0,14,0
1016,0,6,0,1046.732374,6.247396918,26.31,0,12,0
1017,0,5,0,1044.128245,5.206164098,26.31,0,10,0
1018,1,6,0,1041.503502,5.247396918,26.31,0,12,0
1019,5,5,0,1041.399379,0.206164098,26.31,0,10,0
1020,6,5,0,1041.398337,0,26.31,0,10,0.7624
1021,13,6,0,1041.397296,0,26.31,0,12,6.4852
1022,11,6,0,1041.396254,0,26.31,0,12,4.5644
1023,19,11,0,1041.395213,0,26.31,0,22,7.2476
1024,37,12,0,1041.394172,0,26.31,0,24,23.5348
1025,19,14,0,1041.39313,0,26.31,0,28,4.2476
1026,25,18,0,1041.392089,0,26.31,0,36,6.01
1027,21,26,0,1038.355021,6.072053311,26.31,0,52,0
1028,23,26,0,1036.317956,4.072053311,26.31,0,52,0
1029,58,41,0,1036.316919,0,26.31,0,82,14.7032
1030,88,32,0,1036.315883,0,26.31,0,64,52.5152
1031,82,17,0,1050.191247,-27.7528,26.31,0,34,34
1032,98,23,0,1062.749797,-25.1192,26.31,0,46,46
1033,105,21,0,1081.669734,-37.842,26.31,0,42,42
1034,105,22,0,1099.089652,-34.842,26.31,0,44,44
1035,84,22,0,1106.425353,-14.6736,26.31,0,44,44
1036,75,24,0,1106.439247,-0.03,26.31,0,48,48
1037,77,32,0,1106.43814,0,26.31,0,64,41.9508
1038,45,30,0,1106.437034,0,26.31,0,60,13.218
1039,17,28,0,1100.358668,12.15451895,26.31,0,56,0
1040,9,26,0,1091.321541,18.07205331,26.31,0,52,0
1041,4,24,0,1080.825656,20.98958767,26.31,0,48,0
1042,3,23,0,1070.350397,20.94835485,26.31,0,46,0
1043,2,24,0,1058.854533,22.98958767,26.31,0,48,0
1044,0,22,0,1047.399913,22.90712203,26.31,0,44,0
1045,0,18,0,1038.027771,18.74219075,26.31,0,36,0
1046,0,7,0,1034.382418,7.288629738,26.31,0,14,0
1047,0,6,0,1031.257685,6.247396918,26.31,0,12,0
1048,0,6,0,1028.132955,6.247396918,26.31,0,12,0
1049,0,5,0,1025.528845,5.206164098,26.31,0,10,0
1050,0,5,0,1022.924737,5.206164098,26.31,0,10,0
1051,0,5,0,1020.320632,5.206164098,26.31,0,10,0
1052,0,6,0,1017.195914,6.247396918,26.31,0,12,0
1053,0,5,0,1014.591814,5.206164098,26.31,0,10,0
1054,0,5,0,1011.987718,5.206164098,26.31,0,10,0
1055,0,6,0,1008.863007,6.247396918,26.31,0,12,0
1056,0,5,0,1006.258916,5.206164098,26.31,0,10,0
1057,0,5,0,1003.654828,5.206164098,26.31,0,10,0
1058,0,6,0,1000.530126,6.247396918,26.31,0,12,0
1059,0,5,0,997.9260434,5.206164098,26.31,0,10,0
1060,0,5,0,995.3219634,5.206164098,26.31,0,10,0
1061,0,6,0,992.1972697,6.247396918,26.31,0,12,0
1062,0,5,0,989.5931954,5.206164098,26.31,0,10,0
1063,0,5,0,986.9891238,5.206164098,26.31,0,10,0
1064,0,6,0,983.8644383,6.247396918,26.31,0,12,0
1065,0,5,0,981.2603724,5.206164098,26.31,0,10,0
1066,5,5,0,981.1563091,0.206164098,26.31,0,10,0
1067,14,6,0,981.1553279,0,26.31,0,12,7.4456
1068,29,6,0,986.0801468,-9.8516,26.31,0,12,12
1069,46,7,0,997.6683607,-23.1784,26.31,0,14,14
1070,55,8,0,1012.078363,-28.822,26.31,0,16,16
1071,68,12,0,1026.730951,-29.3072,26.31,0,24,24
1072,77,13,0,1044.205324,-34.9508,26.31,0,26,26
1073,83,15,0,1061.56088,-34.7132,26.31,0,30,30
1074,92,17,0,1080.238218,-37.3568,26.31,0,34,34
1075,97,40,0,1080.237138,0,26.31,0,80,53.1588
1076,105,18,0,1103.657058,-46.842,26.31,0,36,36
1077,100,18,0,1124.675954,-42.04,26.31,0,36,36
1078,90,20,0,1137.89283,-26.436,26.31,0,40,40
1079,95,17,0,1158.010692,-40.238,26.31,0,34,34
1080,89,20,0,1170.747334,-25.4756,26.31,0,40,40
1081,81,17,0,1184.142363,-26.7924,26.31,0,34,34
1082,80,17,0,1197.057179,-25.832,26.31,0,34,34
1083,55,32,0,1197.055982,0,26.31,0,64,20.822
1084,53,31,0,1197.054785,0,26.31,0,62,19.9012
1085,67,19,0,1200.726988,-7.3468,26.31,0,38,38
1086,38,17,0,1200.725787,0,26.31,0,34,19.4952
1087,33,29,0,1200.724586,0,26.31,0,58,2.6932
1088,28,29,0,1199.62551,2.19575177,26.31,0,58,0
1089,17,16,0,1199.62431,0,26.31,0,32,0.3268
1090,7,14,0,1195.834481,7.577259475,26.31,0,28,0
1091,3,7,0,1193.68897,4.288629738,26.31,0,14,0
1092,0,7,0,1190.043461,7.288629738,26.31,0,14,0
1093,0,7,0,1186.397956,7.288629738,26.31,0,14,0
1094,0,7,0,1182.752455,7.288629738,26.31,0,14,0
1095,0,7,0,1179.106958,7.288629738,26.31,0,14,0
1096,0,7,0,1175.461464,7.288629738,26.31,0,14,0
1097,0,5,0,1172.857206,5.206164098,26.31,0,10,0
1098,0,5,0,1170.252951,5.206164098,26.31,0,10,0
1099,0,5,0,1167.648699,5.206164098,26.31,0,10,0
1100,0,6,0,1164.523833,6.247396918,26.31,0,12,0
1101,0,5,0,1161.919586,5.206164098,26.31,0,10,0
1102,0,5,0,1159.315342,5.206164098,26.31,0,10,0
1103,0,6,0,1156.190484,6.247396918,26.31,0,12,0
1104,0,5,0,1153.586246,5.206164098,26.31,0,10,0
1105,0,5,0,1150.982011,5.206164098,26.31,0,10,0
1106,0,6,0,1147.857161,6.247396918,26.31,0,12,0
1107,0,5,0,1145.252931,5.206164098,26.31,0,10,0
1108,0,5,0,1142.648704,5.206164098,26.31,0,10,0
1109,0,7,0,1139.003246,7.288629738,26.31,0,14,0
1110,0,6,0,1135.878409,6.247396918,26.31,0,12,0
1111,0,6,0,1132.753575,6.247396918,26.31,0,12,0
1112,0,6,0,1129.628743,6.247396918,26.31,0,12,0
1113,0,6,0,1126.503915,6.247396918,26.31,0,12,0
1114,0,7,0,1122.858474,7.288629738,26.31,0,14,0
1115,4,6,0,1121.733653,2.247396918,26.31,0,12,0
1116,6,6,0,1121.608832,0.247396918,26.31,0,12,0
1117,8,6,0,1121.607711,0,26.31,0,12,1.6832
1118,8,6,0,1121.606589,0,26.31,0,12,1.6832
1119,5,10,0,1118.899304,5.412328197,26.31,0,20,0
1120,4,10,0,1115.692021,6.412328197,26.31,0,20,0
1121,4,9,0,1113.005357,5.371095377,26.31,0,18,0
1122,6,6,0,1112.880546,0.247396918,26.31,0,12,0
1123,6,6,0,1112.755734,0.247396918,26.31,0,12,0
1124,6,6,0,1112.630923,0.247396918,26.31,0,12,0
1125,6,6,0,1112.506112,0.247396918,26.31,0,12,0
1126,2,6,0,1110.381301,4.247396918,26.31,0,12,0
1127,2,5,0,1108.777109,3.206164098,26.31,0,10,0
1128,6,6,0,1108.652301,0.247396918,26.31,0,12,0
1129,5,6,0,1108.027494,1.247396918,26.31,0,12,0
1130,9,6,0,1108.026386,0,26.31,0,12,2.6436
1131,13,5,0,1108.025278,0,26.31,0,10,7.4852
1132,17,4,0,1110.18757,-4.3268,26.31,0,8,8
1133,20,8,0,1110.18646,0,26.31,0,16,11.208
1134,14,6,0,1110.18535,0,26.31,0,12,7.4456
1135,8,5,0,1110.18424,0,26.31,0,10,2.6832
1136,5,5,0,1110.080047,0.206164098,26.31,0,10,0
1137,4,5,0,1109.475855,1.206164098,26.31,0,10,0
1138,0,5,0,1106.871664,5.206164098,26.31,0,10,0
1139,0,6,0,1103.746858,6.247396918,26.31,0,12,0
1140,0,5,0,1101.142673,5.206164098,26.31,0,10,0
1141,0,7,0,1097.497257,7.288629738,26.31,0,14,0
1142,0,7,0,1093.851844,7.288629738,26.31,0,14,0
1143,0,7,0,1090.206436,7.288629738,26.31,0,14,0
1144,0,7,0,1086.56103,7.288629738,26.31,0,14,0
1145,0,6,0,1083.436245,6.247396918,26.31,0,12,0
1146,0,6,0,1080.311464,6.247396918,26.31,0,12,0
1147,0,6,0,1077.186685,6.247396918,26.31,0,12,0
1148,0,6,0,1074.061909,6.247396918,26.31,0,12,0
1149,0,6,0,1070.937137,6.247396918,26.31,0,12,0
1150,0,6,0,1067.812367,6.247396918,26.31,0,12,0
1151,0,5,0,1065.208217,5.206164098,26.31,0,10,0
1152,0,6,0,1062.083454,6.247396918,26.31,0,12,0
1153,0,6,0,1058.958693,6.247396918,26.31,0,12,0
1154,0,6,0,1055.833936,6.247396918,26.31,0,12,0
1155,0,6,0,1052.709181,6.247396918,26.31,0,12,0
1156,0,6,0,1049.58443,6.247396918,26.31,0,12,0
1157,0,6,0,1046.459682,6.247396918,26.31,0,12,0
1158,0,6,0,1043.334937,6.247396918,26.31,0,12,0
1159,0,5,0,1040.730812,5.206164098,26.31,0,10,0
1160,0,5,0,1038.126689,5.206164098,26.31,0,10,0
1161,0,5,0,1035.522569,5.206164098,26.31,0,10,0
1162,2,5,0,1033.918451,3.206164098,26.31,0,10,0
1163,9,5,0,1033.917417,0,26.31,0,10,3.6436
1164,20,5,0,1036.020384,-4.208,26.31,0,10,10
1165,24,5,0,1040.044148,-8.0496,26.31,0,10,10
1166,35,5,0,1049.350107,-18.614,26.31,0,10,10
1167,41,5,0,1061.537258,-24.3764,26.31,0,10,10
1168,33,6,0,1068.382797,-13.6932,26.31,0,12,12
1169,38,5,0,1079.129328,-21.4952,26.31,0,10,10
1170,69,6,0,1103.262049,-48.2676,26.31,0,12,12
1171,58,6,0,1122.112546,-37.7032,26.31,0,12,12
1172,66,6,0,1144.804624,-45.3864,26.31,0,12,12
1173,90,7,0,1177.521479,-65.436,26.31,0,14,14
1174,84,6,0,1208.857101,-62.6736,26.31,0,12,12
1175,95,7,0,1243.974893,-70.238,26.31,0,14,14
1176,72,6,0,1269.548049,-51.1488,26.31,0,12,12
1177,50,6,0,1284.556779,-30.02,26.31,0,12,12
1178,36,6,0,1292.842694,-16.5744,26.31,0,12,12
1179,40,6,0,1303.049402,-20.416,26.31,0,12,12
1180,34,6,0,1310.374899,-14.6536,26.31,0,12,12
1181,15,6,0,1310.373588,0,26.31,0,12,8.406
1182,15,6,0,1310.372278,0,26.31,0,12,8.406
1183,19,6,0,1310.494767,-0.2476,26.31,0,12,12
1184,9,6,0,1310.493457,0,26.31,0,12,2.6436
1185,1,6,0,1307.868448,5.247396918,26.31,0,12,0
1186,1,6,0,1305.243442,5.247396918,26.31,0,12,0
1187,0,6,0,1302.118438,6.247396918,26.31,0,12,0
1188,1,7,0,1298.972821,6.288629738,26.31,0,14,0
1189,0,6,0,1295.847824,6.247396918,26.31,0,12,0
1190,0,7,0,1292.202213,7.288629738,26.31,0,14,0
1191,0,7,0,1288.556606,7.288629738,26.31,0,14,0
1192,0,6,0,1285.431619,6.247396918,26.31,0,12,0
1193,0,4,0,1283.347868,4.164931279,26.31,0,8,0
1194,0,6,0,1280.222886,6.247396918,26.31,0,12,0
1195,0,5,0,1277.618524,5.206164098,26.31,0,10,0
1196,0,5,0,1275.014164,5.206164098,26.31,0,10,0
1197,0,5,0,1272.409807,5.206164098,26.31,0,10,0
1198,0,5,0,1269.805452,5.206164098,26.31,0,10,0
1199,0,5,0,1267.201101,5.206164098,26.31,0,10,0
1200,0,5,0,1264.596751,5.206164098,26.31,0,10,0
1201,0,5,0,1261.992405,5.206164098,26.31,0,10,0
1202,0,5,0,1259.388061,5.206164098,26.31,0,10,0
1203,0,5,0,1256.783719,5.206164098,26.31,0,10,0
1204,0,5,0,1254.17938,5.206164098,26.31,0,10,0
1205,0,5,0,1251.575044,5.206164098,26.31,0,10,0
1206,0,5,0,1248.97071,5.206164098,26.31,0,10,0
1207,0,5,0,1246.366379,5.206164098,26.31,0,10,0
1208,0,5,0,1243.762051,5.206164098,26.31,0,10,0
1209,0,5,0,1241.157725,5.206164098,26.31,0,10,0
1210,1,5,0,1239.053402,4.206164098,26.31,0,10,0
1211,3,6,0,1237.428465,3.247396918,26.31,0,12,0
1212,8,5,0,1237.427227,0,26.31,0,10,2.6832
1213,13,5,0,1237.42599,0,26.31,0,10,7.4852
1214,17,5,0,1238.088152,-1.3268,26.31,0,10,10
1215,20,6,0,1238.690914,-1.208,26.31,0,12,12
1216,29,11,0,1238.689675,0,26.31,0,22,16.8516
1217,40,15,0,1238.688437,0,26.31,0,30,23.416
1218,43,15,0,1238.687198,0,26.31,0,30,26.2972
1219,42,39,0,1238.685959,0,26.31,0,78,1.3368
1220,41,35,0,1238.684721,0,26.31,0,70,4.3764
1221,39,38,0,1238.400058,0.566847147,26.31,0,76,0
1222,43,31,0,1238.39882,0,26.31,0,62,10.2972
1223,51,16,0,1238.887782,-0.9804,26.31,0,32,32
1224,43,19,0,1238.886543,0,26.31,0,38,22.2972
1225,53,41,0,1238.885304,0,26.31,0,82,9.9012
1226,45,25,0,1238.884065,0,26.31,0,50,18.218
1227,28,24,0,1238.882826,0,26.31,0,48,2.8912
1228,30,15,0,1238.881587,0,26.31,0,30,13.812
1229,30,16,0,1238.880348,0,26.31,0,32,12.812
1230,30,25,0,1238.879109,0,26.31,0,50,3.812
1231,25,30,0,1235.759378,6.23698459,26.31,0,60,0
1232,15,16,0,1234.92828,1.659725115,26.31,0,32,0
1233,12,14,0,1233.638415,2.577259475,26.31,0,28,0
1234,8,16,0,1229.307319,8.659725115,26.31,0,32,0
1235,2,15,0,1222.496844,13.61849229,26.31,0,30,0
1236,0,16,0,1214.165759,16.65972511,26.31,0,32,0
1237,0,15,0,1206.355298,15.61849229,26.31,0,30,0
1238,0,15,0,1198.544846,15.61849229,26.31,0,30,0
1239,0,14,0,1191.255018,14.57725948,26.31,0,28,0
1240,0,6,0,1188.130128,6.247396918,26.31,0,12,0
1241,0,6,0,1185.005241,6.247396918,26.31,0,12,0
1242,0,5,0,1182.400974,5.206164098,26.31,0,10,0
1243,0,5,0,1179.79671,5.206164098,26.31,0,10,0
1244,0,6,0,1176.671831,6.247396918,26.31,0,12,0
1245,0,5,0,1174.067573,5.206164098,26.31,0,10,0
1246,0,5,0,1171.463317,5.206164098,26.31,0,10,0
1247,0,5,0,1168.859063,5.206164098,26.31,0,10,0
1248,0,6,0,1165.734196,6.247396918,26.31,0,12,0
1249,0,5,0,1163.129948,5.206164098,26.31,0,10,0
1250,0,5,0,1160.525703,5.206164098,26.31,0,10,0
1251,0,6,0,1157.400844,6.247396918,26.31,0,12,0
1252,0,5,0,1154.796604,5.206164098,26.31,0,10,0
1253,0,5,0,1152.192368,5.206164098,26.31,0,10,0
1254,0,6,0,1149.067517,6.247396918,26.31,0,12,0
1255,0,5,0,1146.463286,5.206164098,26.31,0,10,0
1256,0,5,0,1143.859057,5.206164098,26.31,0,10,0
1257,1,6,0,1141.234215,5.247396918,26.31,0,12,0
1258,5,5,0,1141.129992,0.206164098,26.31,0,10,0
1259,9,6,0,1141.128851,0,26.31,0,12,2.6436
1260,19,5,0,1142.751509,-3.2476,26.31,0,10,10
1261,44,6,0,1154.879167,-24.2576,26.31,0,12,12
1262,55,6,0,1172.289012,-34.822,26.31,0,12,12
1263,47,6,0,1185.857239,-27.1388,26.31,0,12,12
1264,65,13,0,1197.569054,-23.426,26.31,0,26,26
1265,86,14,0,1217.865056,-40.5944,26.31,0,28,28
1266,89,16,0,1236.601638,-37.4756,26.31,0,32,32
1267,102,39,0,1236.600402,0,26.31,0,78,58.9608
1268,101,39,0,1236.599165,0,26.31,0,78,58.0004
1269,81,34,0,1236.597928,0,26.31,0,68,43.7924
1270,97,41,0,1236.596692,0,26.31,0,82,52.1588
1271,99,40,0,1236.595455,0,26.31,0,80,55.0796
1272,105,21,0,1255.515219,-37.842,26.31,0,42,42
1273,104,35,0,1255.513963,0,26.31,0,70,64.8816
1274,105,30,0,1260.933708,-10.842,26.31,0,60,60
1275,98,19,0,1279.492047,-37.1192,26.31,0,38,38
1276,94,35,0,1279.490767,0,26.31,0,70,55.2776
1277,77,34,0,1279.489488,0,26.31,0,68,39.9508
1278,65,18,0,1283.701208,-8.426,26.31,0,36,36
1279,54,19,0,1283.699924,0,26.31,0,38,32.8616
1280,38,16,0,1283.698641,0,26.31,0,32,20.4952
1281,5,15,0,1278.388111,10.61849229,26.31,0,30,0
1282,5,14,0,1273.598203,9.577259475,26.31,0,28,0
1283,6,15,0,1268.787683,9.618492295,26.31,0,30,0
1284,0,14,0,1261.497785,14.57725948,26.31,0,28,0
1285,0,14,0,1254.207893,14.57725948,26.31,0,28,0
1286,0,13,0,1247.438626,13.53602666,26.31,0,26,0
1287,0,7,0,1243.793063,7.288629738,26.31,0,14,0
1288,0,8,0,1239.626888,8.329862557,26.31,0,16,0
1289,0,6,0,1236.50195,6.247396918,26.31,0,12,0
1290,0,6,0,1233.377015,6.247396918,26.31,0,12,0
1291,0,7,0,1229.731467,7.288629738,26.31,0,14,0
1292,0,6,0,1226.606539,6.247396918,26.31,0,12,0
1293,0,6,0,1223.481614,6.247396918,26.31,0,12,0
1294,0,7,0,1219.836075,7.288629738,26.31,0,14,0
1295,0,6,0,1216.711157,6.247396918,26.31,0,12,0
1296,0,7,0,1213.065626,7.288629738,26.31,0,14,0
1297,0,6,0,1209.940714,6.247396918,26.31,0,12,0
1298,0,7,0,1206.295189,7.288629738,26.31,0,14,0
1299,0,6,0,1203.170284,6.247396918,26.31,0,12,0
1300,0,6,0,1200.045383,6.247396918,26.31,0,12,0
1301,0,7,0,1196.399868,7.288629738,26.31,0,14,0
1302,0,6,0,1193.274973,6.247396918,26.31,0,12,0
1303,0,7,0,1189.629465,7.288629738,26.31,0,14,0
1304,0,6,0,1186.504577,6.247396918,26.31,0,12,0
1305,3,6,0,1184.879692,3.247396918,26.31,0,12,0
1306,7,7,0,1184.734192,0.288629738,26.31,0,14,0
1307,14,6,0,1184.733007,0,26.31,0,12,7.4456
1308,25,8,0,1184.736823,-0.01,26.31,0,16,16
1309,43,7,0,1194.884238,-20.2972,26.31,0,14,14
1310,57,7,0,1211.754443,-33.7428,26.31,0,14,14
1311,64,9,0,1228.986031,-34.4656,26.31,0,18,18
1312,72,13,0,1244.059202,-30.1488,26.31,0,26,26
1313,91,14,0,1266.756158,-45.3964,26.31,0,28,28
1314,95,14,0,1291.373892,-49.238,26.31,0,28,28
1315,105,15,0,1319.2936,-55.842,26.31,0,30,30
1316,105,19,0,1341.213281,-43.842,26.31,0,38,38
1317,105,28,0,1349.63294,-16.842,26.31,0,56,56
1318,105,43,0,1349.63159,0,26.31,0,86,57.842
1319,105,16,0,1376.05124,-52.842,26.31,0,32,32
1320,105,17,0,1400.970864,-49.842,26.31,0,34,34
1321,105,23,0,1416.890463,-31.842,26.31,0,46,46
1322,101,29,0,1421.889246,-10.0004,26.31,0,58,58
1323,61,43,0,1421.887825,0,26.31,0,86,15.5844
1324,46,46,0,1420.938048,1.896709704,26.31,0,92,0
1325,28,33,0,1417.756285,6.360683049,26.31,0,66,0
1326,25,19,0,1417.754868,0,26.31,0,38,5.01
1327,14,18,0,1415.382354,4.742190754,26.31,0,36,0
1328,10,19,0,1410.489227,9.783423574,26.31,0,38,0
1329,12,16,0,1408.157954,4.659725115,26.31,0,32,0
1330,9,17,0,1403.806067,8.700957934,26.31,0,34,0
1331,2,16,0,1396.474801,14.65972511,26.31,0,32,0
1332,0,15,0,1388.664158,15.61849229,26.31,0,30,0
1333,0,15,0,1380.853523,15.61849229,26.31,0,30,0
1334,0,9,0,1376.166595,9.371095377,26.31,0,18,0
1335,0,7,0,1372.520904,7.288629738,26.31,0,14,0
1336,0,7,0,1368.875216,7.288629738,26.31,0,14,0
1337,0,6,0,1365.750149,6.247396918,26.31,0,12,0
1338,0,7,0,1362.104468,7.288629738,26.31,0,14,0
1339,0,6,0,1358.979408,6.247396918,26.31,0,12,0
1340,0,7,0,1355.333734,7.288629738,26.31,0,14,0
1341,0,6,0,1352.20868,6.247396918,26.31,0,12,0
1342,0,7,0,1348.563013,7.288629738,26.31,0,14,0
1343,0,6,0,1345.437966,6.247396918,26.31,0,12,0
1344,0,7,0,1341.792306,7.288629738,26.31,0,14,0
1345,0,6,0,1338.667266,6.247396918,26.31,0,12,0
1346,0,6,0,1335.542228,6.247396918,26.31,0,12,0
1347,0,7,0,1331.896578,7.288629738,26.31,0,14,0
1348,0,7,0,1328.250931,7.288629738,26.31,0,14,0
1349,0,6,0,1325.125905,6.247396918,26.31,0,12,0
1350,0,6,0,1322.000881,6.247396918,26.31,0,12,0
1351,0,7,0,1318.355244,7.288629738,26.31,0,14,0
1352,0,8,0,1314.188994,8.329862557,26.31,0,16,0
1353,0,7,0,1310.543365,7.288629738,26.31,0,14,0
1354,1,7,0,1307.39774,6.288629738,26.31,0,14,0
1355,5,8,0,1305.731501,3.329862557,26.31,0,16,0
1356,7,7,0,1305.585881,0.288629738,26.31,0,14,0
1357,11,7,0,1305.584575,0,26.31,0,14,3.5644
1358,13,7,0,1305.58327,0,26.31,0,14,5.4852
1359,14,9,0,1305.581964,0,26.31,0,18,4.4456
1360,17,14,0,1305.580658,0,26.31,0,28,2.3268
1361,21,13,0,1305.579353,0,26.31,0,26,7.1684
1362,28,18,0,1305.578047,0,26.31,0,36,8.8912
1363,25,25,0,1305.061331,1.030820491,26.31,0,50,0
1364,25,17,0,1305.060026,0,26.31,0,34,7.01
1365,30,15,0,1305.058721,0,26.31,0,30,13.812
1366,34,15,0,1305.057416,0,26.31,0,30,17.6536
1367,37,14,0,1305.056111,0,26.31,0,28,21.5348
1368,42,16,0,1305.054806,0,26.31,0,32,24.3368
1369,35,16,0,1305.053501,0,26.31,0,32,17.614
1370,30,15,0,1305.052196,0,26.31,0,30,13.812
1371,27,16,0,1305.050891,0,26.31,0,32,9.9308
1372,24,16,0,1305.049586,0,26.31,0,32,7.0496
1373,19,16,0,1305.048281,0,26.31,0,32,2.2476
1374,13,15,0,1303.73773,2.618492295,26.31,0,30,0
1375,8,15,0,1299.92718,7.618492295,26.31,0,30,0
1376,6,15,0,1295.116634,9.618492295,26.31,0,30,0
1377,4,14,0,1289.826709,10.57725948,26.31,0,28,0
1378,2,13,0,1284.057406,11.53602666,26.31,0,26,0
1379,0,13,0,1277.288108,13.53602666,26.31,0,26,0
1380,0,14,0,1269.998201,14.57725948,26.31,0,28,0
1381,0,9,0,1265.311384,9.371095377,26.31,0,18,0
1382,0,7,0,1261.665803,7.288629738,26.31,0,14,0
1383,0,7,0,1258.020227,7.288629738,26.31,0,14,0
1384,0,6,0,1254.89527,6.247396918,26.31,0,12,0
1385,0,6,0,1251.770317,6.247396918,26.31,0,12,0
1386,0,5,0,1249.165983,5.206164098,26.31,0,10,0
1387,0,6,0,1246.041036,6.247396918,26.31,0,12,0
1388,0,5,0,1243.436707,5.206164098,26.31,0,10,0
1389,0,6,0,1240.311766,6.247396918,26.31,0,12,0
1390,0,6,0,1237.186827,6.247396918,26.31,0,12,0
1391,0,6,0,1234.061891,6.247396918,26.31,0,12,0
1392,0,5,0,1231.457575,5.206164098,26.31,0,10,0
1393,0,6,0,1228.332645,6.247396918,26.31,0,12,0
1394,0,6,0,1225.207718,6.247396918,26.31,0,12,0
1395,0,6,0,1222.082795,6.247396918,26.31,0,12,0
1396,0,5,0,1219.478491,5.206164098,26.31,0,10,0
1397,0,6,0,1216.353573,6.247396918,26.31,0,12,0
1398,0,5,0,1213.749274,5.206164098,26.31,0,10,0
1399,0,6,0,1210.624362,6.247396918,26.31,0,12,0
1400,0,6,0,1207.499453,6.247396918,26.31,0,12,0
1401,0,5,0,1204.895163,5.206164098,26.31,0,10,0
1402,2,6,0,1202.77026,4.247396918,26.31,0,12,0
1403,4,7,0,1201.124742,3.288629738,26.31,0,14,0
1404,9,6,0,1201.123541,0,26.31,0,12,2.6436
1405,21,7,0,1201.12234,0,26.31,0,14,13.1684
1406,24,6,0,1203.645939,-5.0496,26.31,0,12,12
1407,36,9,0,1207.431935,-7.5744,26.31,0,18,18
1408,15,13,0,1207.430728,0,26.31,0,26,1.406
1409,34,12,0,1207.42952,0,26.31,0,24,20.6536
1410,37,13,0,1207.428313,0,26.31,0,26,22.5348
1411,32,12,0,1207.427106,0,26.31,0,24,18.7328
1412,36,24,0,1207.425898,0,26.31,0,48,10.5744
1413,71,16,0,1217.518891,-20.1884,26.31,0,32,32
1414,68,30,0,1217.517673,0,26.31,0,60,35.3072
1415,56,38,0,1217.516456,0,26.31,0,76,15.7824
1416,48,42,0,1217.515238,0,26.31,0,84,4.0992
1417,34,20,0,1217.514021,0,26.31,0,40,12.6536
1418,38,44,0,1213.605681,7.814244065,26.31,0,88,0
