k,gP1,dA2,sBY,bF,xFD1_xFC2,pBY,v,dD,dD2
472,0,6,0,1679.125055,18.74219075,26.31,0,12,12
473,0,5,0,1671.31413,15.61849229,26.31,0,10,10
474,0,5,0,1663.503213,15.61849229,26.31,0,10,10
475,0,5,0,1655.692303,15.61849229,26.31,0,10,10
476,0,5,0,1647.881401,15.61849229,26.31,0,10,10
477,0,5,0,1640.070507,15.61849229,26.31,0,10,10
478,0,6,0,1630.697772,18.74219075,26.31,0,12,12
479,0,5,0,1622.886895,15.61849229,26.31,0,10,10
480,0,5,0,1615.076026,15.61849229,26.31,0,10,10
481,0,5,0,1607.265165,15.61849229,26.31,0,10,10
482,0,5,0,1599.454311,15.61849229,26.31,0,10,10
483,0,5,0,1591.643466,15.61849229,26.31,0,10,10
484,0,6,0,1582.270778,18.74219075,26.31,0,12,12
485,0,5,0,1574.45995,15.61849229,26.31,0,10,10
486,0,5,0,1566.649129,15.61849229,26.31,0,10,10
487,0,5,0,1558.838317,15.61849229,26.31,0,10,10
488,0,5,0,1551.027512,15.61849229,26.31,0,10,10
489,1,5,0,1543.716715,14.61849229,26.31,0,10,10
490,4,5,0,1537.905925,11.61849229,26.31,0,10,10
491,17,5,0,1538.567787,-1.3268,26.31,0,10,10
492,23,5,0,1542.110848,-7.0892,26.31,0,10,10
493,43,6,0,1553.757906,-23.2972,26.31,0,12,12
494,48,6,0,1567.805952,-28.0992,26.31,0,12,12
495,59,6,0,1587.136184,-38.6636,26.31,0,12,12
496,67,6,0,1610.307997,-46.3468,26.31,0,12,12
497,88,7,0,1642.063987,-63.5152,26.31,0,14,14
498,86,6,0,1674.359545,-64.5944,26.31,0,12,12
499,95,6,0,1710.976871,-73.238,26.31,0,12,12
500,93,7,0,1745.13376,-68.3172,26.31,0,14,14
501,105,6,0,1786.553015,-82.842,26.31,0,12,12
502,105,7,0,1826.472228,-79.842,26.31,0,14,14
503,97,7,0,1862.549801,-72.1588,26.31,0,14,14
504,67,7,0,1884.221339,-43.3468,26.31,0,14,14
505,60,7,0,1902.531455,-36.624,26.31,0,14,14
506,61,7,0,1921.321752,-37.5844,26.31,0,14,14
507,39,7,0,1929.547631,-16.4556,26.31,0,14,14
508,26,5,0,1934.530901,-9.9704,26.31,0,10,10
509,31,6,0,1940.415167,-11.7724,26.31,0,12,12
510,29,6,0,1945.339026,-9.8516,26.31,0,12,12
511,14,6,0,1942.965986,4.742190754,26.31,0,12,12
512,11,5,0,1940.654797,4.618492295,26.31,0,10,10
513,7,5,0,1936.34361,8.618492295,26.31,0,10,10
514,5,5,0,1931.032427,10.61849229,26.31,0,10,10
515,1,5,0,1923.72125,14.61849229,26.31,0,10,10
516,0,6,0,1914.348231,18.74219075,26.31,0,12,12
517,0,6,0,1904.975221,18.74219075,26.31,0,12,12
518,0,6,0,1895.602221,18.74219075,26.31,0,12,12
519,0,6,0,1886.22923,18.74219075,26.31,0,12,12
520,0,5,0,1878.418098,15.61849229,26.31,0,10,10
521,0,6,0,1869.045124,18.74219075,26.31,0,12,12
522,0,5,0,1861.234009,15.61849229,26.31,0,10,10
523,0,5,0,1853.422901,15.61849229,26.31,0,10,10
524,0,5,0,1845.611802,15.61849229,26.31,0,10,10
525,0,5,0,1837.80071,15.61849229,26.31,0,10,10
526,0,5,0,1829.989626,15.61849229,26.31,0,10,10
527,0,5,0,1822.17855,15.61849229,26.31,0,10,10
528,0,5,0,1814.367481,15.61849229,26.31,0,10,10
529,0,5,0,1806.556421,15.61849229,26.31,0,10,10
530,0,5,0,1798.745368,15.61849229,26.31,0,10,10
531,0,5,0,1790.934323,15.61849229,26.31,0,10,10
532,0,5,0,1783.123286,15.61849229,26.31,0,10,10
533,0,5,0,1775.312257,15.61849229,26.31,0,10,10
534,0,5,0,1767.501236,15.61849229,26.31,0,10,10
535,1,6,0,1758.628373,17.74219075,26.31,0,12,12
536,1,5,0,1751.317368,14.61849229,26.31,0,10,10
537,1,5,0,1744.00637,14.61849229,26.31,0,10,10
538,2,4,0,1738.757229,10.49479384,26.31,0,8,8
539,7,6,0,1732.884395,11.74219075,26.31,0,12,12
540,10,5,0,1730.073416,5.618492295,26.31,0,10,10
541,19,5,0,1731.695486,-3.2476,26.31,0,10,10
542,27,5,0,1737.159155,-10.9308,26.31,0,10,10
543,40,5,0,1748.865417,-23.416,26.31,0,10,10
544,50,7,0,1762.373669,-27.02,26.31,0,14,14
545,62,12,0,1774.144306,-23.5448,26.31,0,24,24
546,63,12,0,1786.395132,-24.5052,26.31,0,24,24
547,81,13,0,1805.789546,-38.7924,26.31,0,26,26
548,89,13,0,1829.02554,-46.4756,26.31,0,26,26
549,76,13,0,1846.018911,-33.9904,26.31,0,26,26
550,85,15,0,1864.334065,-36.634,26.31,0,30,30
551,87,14,0,1885.1096,-41.5548,26.31,0,28,28
552,90,14,0,1907.325715,-44.436,26.31,0,28,28
553,90,16,0,1926.541808,-38.436,26.31,0,32,32
554,84,41,0,1904.504063,44.07163682,26.31,0,82,82
555,88,37,0,1890.713737,27.57684298,26.31,0,74,74
556,90,34,0,1882.608973,16.20574761,26.31,0,68,68
557,84,17,0,1897.44389,-29.6736,26.31,0,34,34
558,66,16,0,1905.135192,-15.3864,26.31,0,32,32
559,48,17,0,1902.58185,5.102873803,26.31,0,34,34
560,41,17,0,1896.528511,12.1028738,26.31,0,34,34
561,26,16,0,1884.537027,23.97917534,26.31,0,32,32
562,13,16,0,1866.045555,36.97917534,26.31,0,32,32
563,5,16,0,1843.554101,44.97917534,26.31,0,32,32
564,0,15,0,1820.124519,46.85547688,26.31,0,30,30
565,0,14,0,1798.256809,43.73177843,26.31,0,28,28
566,0,6,0,1788.883916,18.74219075,26.31,0,12,12
567,0,6,0,1779.511032,18.74219075,26.31,0,12,12
568,0,6,0,1770.138157,18.74219075,26.31,0,12,12
569,0,5,0,1762.32714,15.61849229,26.31,0,10,10
570,0,6,0,1752.954283,18.74219075,26.31,0,12,12
571,0,5,0,1745.143284,15.61849229,26.31,0,10,10
572,0,5,0,1737.332292,15.61849229,26.31,0,10,10
573,0,5,0,1729.521309,15.61849229,26.31,0,10,10
574,0,6,0,1720.148484,18.74219075,26.31,0,12,12
575,0,5,0,1712.337518,15.61849229,26.31,0,10,10
576,0,5,0,1704.526559,15.61849229,26.31,0,10,10
577,0,5,0,1696.715608,15.61849229,26.31,0,10,10
578,0,5,0,1688.904666,15.61849229,26.31,0,10,10
579,0,5,0,1681.093731,15.61849229,26.31,0,10,10
580,0,6,0,1671.720954,18.74219075,26.31,0,12,12
581,0,5,0,1663.910036,15.61849229,26.31,0,10,10
582,0,5,0,1656.099126,15.61849229,26.31,0,10,10
583,0,5,0,1648.288224,15.61849229,26.31,0,10,10
584,0,5,0,1640.477329,15.61849229,26.31,0,10,10
585,0,5,0,1632.666443,15.61849229,26.31,0,10,10
586,5,5,0,1627.355564,10.61849229,26.31,0,10,10
587,15,6,0,1625.482841,3.742190754,26.31,0,12,12
588,29,5,0,1631.907016,-12.8516,26.31,0,10,10
589,45,5,0,1646.014384,-28.218,26.31,0,10,10
590,59,6,0,1665.344538,-38.6636,26.31,0,12,12
591,71,7,0,1688.937073,-47.1884,26.31,0,14,14
592,80,13,0,1707.851384,-37.832,26.31,0,26,26
593,88,13,0,1730.607276,-45.5152,26.31,0,26,26
594,95,15,0,1753.724545,-46.238,26.31,0,30,30
595,100,14,0,1780.742791,-54.04,26.31,0,28,28
596,103,14,0,1809.201611,-56.9212,26.31,0,28,28
597,104,15,0,1836.640602,-54.8816,26.31,0,30,30
598,103,16,0,1862.099365,-50.9212,26.31,0,32,32
599,105,26,0,1873.518503,-22.842,26.31,0,52,52
600,105,34,0,1872.913755,1.205747605,26.31,0,68,68
601,105,30,0,1878.332883,-10.842,26.31,0,60,60
602,105,18,0,1901.752004,-46.842,26.31,0,36,36
603,97,18,0,1921.329502,-39.1588,26.31,0,36,36
604,92,17,0,1940.005981,-37.3568,26.31,0,34,34
605,77,18,0,1949.979441,-19.9508,26.31,0,36,36
606,71,18,0,1957.071691,-14.1884,26.31,0,36,36
607,53,18,0,1955.456448,3.226572262,26.31,0,36,36
608,47,32,0,1928.975317,52.95835069,26.31,0,64,64
609,27,14,0,1920.607499,16.73177843,26.31,0,28,28
610,22,13,0,1911.301538,18.60807997,26.31,0,26,26
611,5,19,0,1884.124492,54.35027072,26.31,0,38,38
612,3,17,0,1859.071171,50.1028738,26.31,0,34,34
613,0,15,0,1835.641573,46.85547688,26.31,0,30,30
614,0,6,0,1826.268642,18.74219075,26.31,0,12,12
615,0,6,0,1816.89572,18.74219075,26.31,0,12,12
616,0,6,0,1807.522808,18.74219075,26.31,0,12,12
617,0,5,0,1799.711755,15.61849229,26.31,0,10,10
618,0,6,0,1790.338859,18.74219075,26.31,0,12,12
619,0,5,0,1782.527823,15.61849229,26.31,0,10,10
620,0,5,0,1774.716794,15.61849229,26.31,0,10,10
621,0,5,0,1766.905773,15.61849229,26.31,0,10,10
622,0,6,0,1757.532911,18.74219075,26.31,0,12,12
623,0,5,0,1749.721907,15.61849229,26.31,0,10,10
624,0,5,0,1741.910912,15.61849229,26.31,0,10,10
625,0,6,0,1732.538074,18.74219075,26.31,0,12,12
626,0,5,0,1724.727096,15.61849229,26.31,0,10,10
627,0,5,0,1716.916125,15.61849229,26.31,0,10,10
628,0,5,0,1709.105162,15.61849229,26.31,0,10,10
629,0,5,0,1701.294206,15.61849229,26.31,0,10,10
630,0,5,0,1693.483259,15.61849229,26.31,0,10,10
631,0,6,0,1684.11047,18.74219075,26.31,0,12,12
632,0,5,0,1676.29954,15.61849229,26.31,0,10,10
633,0,5,0,1668.488617,15.61849229,26.31,0,10,10
634,4,5,0,1662.677703,11.61849229,26.31,0,10,10
635,12,6,0,1659.304945,6.742190754,26.31,0,12,12
636,24,5,0,1663.328085,-8.0496,26.31,0,10,10
637,40,6,0,1673.534422,-20.416,26.31,0,12,12
638,53,9,0,1685.483349,-23.9012,26.31,0,18,18
639,63,12,0,1697.734263,-24.5052,26.31,0,24,24
640,72,15,0,1709.806965,-24.1488,26.31,0,30,30
641,82,19,0,1720.681656,-21.7528,26.31,0,38,38
642,86,18,0,1734.977135,-28.5944,26.31,0,36,36
643,99,20,0,1752.5152,-35.0796,26.31,0,40,40
644,104,19,0,1773.954247,-42.8816,26.31,0,38,38
645,105,19,0,1795.873473,-43.842,26.31,0,38,38
646,105,59,0,1756.222573,79.29820908,26.31,0,118,118
647,105,22,0,1773.641817,-34.842,26.31,0,44,44
648,105,25,0,1786.561043,-25.842,26.31,0,50,50
649,105,28,0,1794.980257,-16.842,26.31,0,56,56
650,105,31,0,1798.899462,-7.842,26.31,0,62,62
651,94,27,0,1803.536463,-9.2776,26.31,0,54,54
652,90,27,0,1806.252659,-5.436,26.31,0,54,54
653,75,25,0,1804.704622,3.092461474,26.31,0,50,50
654,69,44,0,1770.481451,68.44273219,26.31,0,88,88
655,51,41,0,1731.943862,77.07163682,26.31,0,82,82
656,35,27,0,1707.272201,49.33985839,26.31,0,54,54
657,25,25,0,1680.724263,53.09246147,26.31,0,50,50
658,8,16,0,1659.732995,41.97917534,26.31,0,32,32
659,3,15,0,1637.803597,43.85547688,26.31,0,30,30
660,0,13,0,1617.497919,40.60807997,26.31,0,26,26
661,0,12,0,1598.754111,37.48438151,26.31,0,24,24
662,0,12,0,1580.010321,37.48438151,26.31,0,24,24
663,0,12,0,1561.26655,37.48438151,26.31,0,24,24
664,0,9,0,1547.208346,28.11328613,26.31,0,18,18
665,0,6,0,1537.835704,18.74219075,26.31,0,12,12
666,0,6,0,1528.46307,18.74219075,26.31,0,12,12
667,0,6,0,1519.090446,18.74219075,26.31,0,12,12
668,0,5,0,1511.279681,15.61849229,26.31,0,10,10
669,0,6,0,1501.907075,18.74219075,26.31,0,12,12
670,0,6,0,1492.534477,18.74219075,26.31,0,12,12
671,0,5,0,1484.723739,15.61849229,26.31,0,10,10
672,0,6,0,1475.351159,18.74219075,26.31,0,12,12
673,0,5,0,1467.540437,15.61849229,26.31,0,10,10
674,0,6,0,1458.167874,18.74219075,26.31,0,12,12
675,0,6,0,1448.795321,18.74219075,26.31,0,12,12
676,0,5,0,1440.984626,15.61849229,26.31,0,10,10
677,0,6,0,1431.612089,18.74219075,26.31,0,12,12
678,0,6,0,1422.239562,18.74219075,26.31,0,12,12
679,0,5,0,1414.428894,15.61849229,26.31,0,10,10
680,0,6,0,1405.056384,18.74219075,26.31,0,12,12
681,0,5,0,1397.245733,15.61849229,26.31,0,10,10
682,5,6,0,1390.37324,13.74219075,26.31,0,12,12
683,15,7,0,1386.938905,6.865889213,26.31,0,14,14
684,28,6,0,1391.383118,-8.8912,26.31,0,12,12
685,43,6,0,1403.030327,-23.2972,26.31,0,12,12
686,56,7,0,1419.420124,-32.7824,26.31,0,14,14
687,66,9,0,1437.611904,-36.3864,26.31,0,18,18
688,77,13,0,1455.085867,-34.9508,26.31,0,26,26
689,89,14,0,1476.822212,-43.4756,26.31,0,28,28
690,91,15,0,1498.018935,-42.3964,26.31,0,30,30
691,92,15,0,1519.695837,-43.3568,26.31,0,30,30
692,93,15,0,1541.852917,-44.3172,26.31,0,30,30
693,84,39,0,1522.939255,37.8242399,26.31,0,78,78
694,100,29,0,1527.457733,-9.04,26.31,0,58,58
695,69,44,0,1493.234839,68.44273219,26.31,0,88,88
696,68,40,0,1464.759377,56.94793836,26.31,0,80,80
697,64,39,0,1435.845792,57.8242399,26.31,0,78,78
698,70,38,0,1411.494085,48.70054144,26.31,0,76,76
699,91,25,0,1417.690874,-12.3964,26.31,0,50,50
700,77,24,0,1418.664856,-1.9508,26.31,0,48,48
701,49,23,0,1407.240905,22.84506456,26.31,0,46,46
702,43,23,0,1392.816966,28.84506456,26.31,0,46,46
703,36,20,0,1379.578588,26.47396918,26.31,0,40,40
704,31,40,0,1332.603239,93.94793836,26.31,0,80,80
705,12,14,0,1316.736018,31.73177843,26.31,0,28,28
706,10,13,0,1301.430661,30.60807997,26.31,0,26,26
707,1,14,0,1280.06347,42.73177843,26.31,0,28,28
708,0,15,0,1256.634452,46.85547688,26.31,0,30,30
709,0,13,0,1236.329155,40.60807997,26.31,0,26,26
710,0,13,0,1216.023879,40.60807997,26.31,0,26,26
711,0,12,0,1197.280472,37.48438151,26.31,0,24,24
712,0,7,0,1186.34633,21.86588921,26.31,0,14,14
713,0,5,0,1178.535898,15.61849229,26.31,0,10,10
714,0,6,0,1169.163624,18.74219075,26.31,0,12,12
715,0,5,0,1161.353208,15.61849229,26.31,0,10,10
716,0,6,0,1151.980952,18.74219075,26.31,0,12,12
717,0,5,0,1144.170554,15.61849229,26.31,0,10,10
718,0,6,0,1134.798314,18.74219075,26.31,0,12,12
719,0,5,0,1126.987933,15.61849229,26.31,0,10,10
720,0,5,0,1119.17756,15.61849229,26.31,0,10,10
721,0,5,0,1111.367195,15.61849229,26.31,0,10,10
722,0,5,0,1103.556837,15.61849229,26.31,0,10,10
723,0,6,0,1094.184638,18.74219075,26.31,0,12,12
724,0,5,0,1086.374298,15.61849229,26.31,0,10,10
725,0,6,0,1077.002116,18.74219075,26.31,0,12,12
726,0,6,0,1067.629944,18.74219075,26.31,0,12,12
727,0,6,0,1058.257781,18.74219075,26.31,0,12,12
728,0,6,0,1048.885627,18.74219075,26.31,0,12,12
729,0,6,0,1039.513483,18.74219075,26.31,0,12,12
730,3,6,0,1031.641348,15.74219075,26.31,0,12,12
731,5,6,0,1024.769221,13.74219075,26.31,0,12,12
732,6,6,0,1018.397101,12.74219075,26.31,0,12,12
733,11,6,0,1014.524987,7.742190754,26.31,0,12,12
734,14,7,0,1010.591028,7.865889213,26.31,0,14,14
735,30,8,0,1012.996017,-4.812,26.31,0,16,16
736,45,10,0,1019.604004,-13.218,26.31,0,20,20
737,43,12,0,1022.251585,-5.2972,26.31,0,24,24
738,36,13,0,1019.946522,4.608079967,26.31,0,26,26
739,30,13,0,1014.641463,10.60807997,26.31,0,26,26
740,38,13,0,1013.336408,2.608079967,26.31,0,26,26
741,20,10,0,1007.716902,11.23698459,26.31,0,20,20
742,23,15,0,997.2022715,21.02724606,26.31,0,30,27.28376711
743,35,13,0,994.3972343,5.608079967,26.31,0,26,26
744,36,13,0,992.0922,4.608079967,26.31,0,26,26
745,28,13,0,992.0912079,0,26.31,0,26,13.8912
746,32,23,0,992.0902158,0,26.31,0,46,7.7328
747,63,34,0,992.0892237,0,26.31,0,68,26.5052
748,53,32,0,992.0882316,0,26.31,0,64,18.9012
749,44,17,0,992.0872395,0,26.31,0,34,25.2576
750,38,33,0,992.0862474,0,26.31,0,66,3.4952
751,23,15,0,992.0852553,0,26.31,0,30,7.0892
752,13,13,0,991.8162499,0.536026656,26.31,0,26,0
753,8,13,0,989.0472448,5.536026656,26.31,0,26,0
754,7,12,0,986.2988588,5.494793836,26.31,0,24,0
755,3,13,0,981.0298592,10.53602666,26.31,0,26,0
756,2,12,0,975.7814812,10.49479384,26.31,0,24,0
757,0,10,0,970.5743414,10.4123282,26.31,0,20,0
758,0,7,0,966.9290559,7.288629738,26.31,0,14,0
759,0,6,0,963.8043905,6.247396918,26.31,0,12,0
760,0,6,0,960.6797283,6.247396918,26.31,0,12,0
761,0,6,0,957.5550691,6.247396918,26.31,0,12,0
762,0,5,0,954.9510295,5.206164098,26.31,0,10,0
763,0,5,0,952.3469925,5.206164098,26.31,0,10,0
764,0,5,0,949.7429581,5.206164098,26.31,0,10,0
765,0,6,0,946.6183099,6.247396918,26.31,0,12,0
766,0,5,0,944.0142812,5.206164098,26.31,0,10,0
767,0,6,0,940.8896388,6.247396918,26.31,0,12,0
768,0,5,0,938.2856158,5.206164098,26.31,0,10,0
769,0,7,0,934.6403627,7.288629738,26.31,0,14,0
770,0,6,0,931.5157296,6.247396918,26.31,0,12,0
771,0,6,0,928.3910996,6.247396918,26.31,0,12,0
772,0,6,0,925.2664728,6.247396918,26.31,0,12,0
773,0,6,0,922.141849,6.247396918,26.31,0,12,0
774,0,6,0,919.0172284,6.247396918,26.31,0,12,0
775,0,6,0,915.892611,6.247396918,26.31,0,12,0
776,0,6,0,912.7679966,6.247396918,26.31,0,12,0
777,0,6,0,909.6433854,6.247396918,26.31,0,12,0
778,1,7,0,906.4981609,6.288629738,26.31,0,14,0
779,2,6,0,904.3735559,4.247396918,26.31,0,12,0
780,2,6,0,902.2489531,4.247396918,26.31,0,12,0
781,3,6,0,900.6243524,3.247396918,26.31,0,12,0
782,4,6,0,899.4997533,2.247396918,26.31,0,12,0
783,7,6,0,899.4988538,0,26.31,0,12,0.7228
784,7,5,0,899.4979543,0,26.31,0,10,1.7228
785,2,6,0,897.3733563,4.247396918,26.31,0,12,0
786,6,5,0,897.372459,0,26.31,0,10,0.7624
787,26,5,0,902.3567616,-9.9704,26.31,0,10,10
788,27,5,0,907.8212592,-10.9308,26.31,0,10,10
789,31,6,0,913.7065514,-11.7724,26.31,0,12,12
790,28,5,0,919.6512377,-11.8912,26.31,0,10,10
791,33,5,0,927.996918,-16.6932,26.31,0,10,10
792,58,6,0,946.84759,-37.7032,26.31,0,12,12
793,82,7,0,975.7230432,-57.7528,26.31,0,14,14
794,74,6,0,1002.256867,-53.0696,26.31,0,12,12
795,87,7,0,1033.533265,-62.5548,26.31,0,14,14
796,70,6,0,1058.146232,-49.228,26.31,0,12,12
797,57,7,0,1075.016574,-33.7428,26.31,0,14,14
798,48,6,0,1089.065099,-28.0992,26.31,0,12,12
799,41,7,0,1098.252209,-18.3764,26.31,0,14,14
800,36,6,0,1106.538311,-16.5744,26.31,0,12,12
801,13,7,0,1106.537205,0,26.31,0,14,5.4852
802,10,6,0,1106.536098,0,26.31,0,12,3.604
803,3,7,0,1104.390677,4.288629738,26.31,0,14,0
804,2,6,0,1102.265874,4.247396918,26.31,0,12,0
805,0,7,0,1098.620457,7.288629738,26.31,0,14,0
806,0,8,0,1094.454427,8.329862557,26.31,0,16,0
807,0,7,0,1090.809018,7.288629738,26.31,0,14,0
808,0,7,0,1087.163612,7.288629738,26.31,0,14,0
809,0,6,0,1084.038826,6.247396918,26.31,0,12,0
810,0,5,0,1081.43466,5.206164098,26.31,0,10,0
811,0,5,0,1078.830497,5.206164098,26.31,0,10,0
812,0,6,0,1075.705719,6.247396918,26.31,0,12,0
813,0,5,0,1073.101562,5.206164098,26.31,0,10,0
814,0,5,0,1070.497406,5.206164098,26.31,0,10,0
815,0,6,0,1067.372637,6.247396918,26.31,0,12,0
816,0,5,0,1064.768488,5.206164098,26.31,0,10,0
817,0,5,0,1062.164341,5.206164098,26.31,0,10,0
818,0,6,0,1059.039581,6.247396918,26.31,0,12,0
819,0,5,0,1056.43544,5.206164098,26.31,0,10,0
820,0,5,0,1053.831301,5.206164098,26.31,0,10,0
821,0,6,0,1050.706549,6.247396918,26.31,0,12,0
822,0,5,0,1048.102416,5.206164098,26.31,0,10,0
823,0,5,0,1045.498286,5.206164098,26.31,0,10,0
824,0,5,0,1042.894158,5.206164098,26.31,0,10,0
825,1,6,0,1040.269417,5.247396918,26.31,0,12,0
826,4,5,0,1039.665295,1.206164098,26.31,0,10,0
827,14,7,0,1039.664255,0,26.31,0,14,6.4456
828,21,6,0,1040.747415,-2.1684,26.31,0,12,12
829,30,6,0,1046.152375,-10.812,26.31,0,12,12
830,28,6,0,1050.596928,-8.8912,26.31,0,12,12
831,33,6,0,1057.442478,-13.6932,26.31,0,12,12
832,39,7,0,1065.66922,-16.4556,26.31,0,14,14
833,47,6,0,1079.237555,-27.1388,26.31,0,12,12
834,57,6,0,1097.607875,-36.7428,26.31,0,12,12
835,83,7,0,1126.963378,-58.7132,26.31,0,14,14
836,87,8,0,1156.739651,-59.5548,26.31,0,16,16
837,76,7,0,1182.733694,-51.9904,26.31,0,14,14
838,60,7,0,1201.044511,-36.624,26.31,0,14,14
839,48,7,0,1213.59291,-25.0992,26.31,0,14,14
840,42,7,0,1223.260097,-19.3368,26.31,0,14,14
841,24,6,0,1225.783674,-5.0496,26.31,0,12,12
842,25,6,0,1228.787448,-6.01,26.31,0,12,12
843,22,6,0,1230.350619,-3.1288,26.31,0,12,12
844,20,6,0,1230.953389,-1.208,26.31,0,12,12
845,16,7,0,1230.952158,0,26.31,0,14,8.3664
846,12,6,0,1230.950927,0,26.31,0,12,5.5248
847,8,5,0,1230.949696,0,26.31,0,10,2.6832
848,10,5,0,1230.948465,0,26.31,0,10,4.604
849,4,6,0,1229.823535,2.247396918,26.31,0,12,0
850,4,5,0,1229.219224,1.206164098,26.31,0,10,0
851,3,6,0,1227.594296,3.247396918,26.31,0,12,0
852,2,5,0,1225.989986,3.206164098,26.31,0,10,0
853,0,6,0,1222.865062,6.247396918,26.31,0,12,0
854,0,6,0,1219.74014,6.247396918,26.31,0,12,0
855,0,7,0,1216.094606,7.288629738,26.31,0,14,0
856,0,6,0,1212.969691,6.247396918,26.31,0,12,0
857,0,5,0,1210.365396,5.206164098,26.31,0,10,0
858,0,5,0,1207.761104,5.206164098,26.31,0,10,0
859,0,6,0,1204.636198,6.247396918,26.31,0,12,0
860,0,6,0,1201.511295,6.247396918,26.31,0,12,0
861,0,6,0,1198.386395,6.247396918,26.31,0,12,0
862,0,6,0,1195.261498,6.247396918,26.31,0,12,0
863,0,7,0,1191.615988,7.288629738,26.31,0,14,0
864,0,6,0,1188.491097,6.247396918,26.31,0,12,0
865,0,6,0,1185.366211,6.247396918,26.31,0,12,0
866,0,6,0,1182.241327,6.247396918,26.31,0,12,0
867,0,6,0,1179.116446,6.247396918,26.31,0,12,0
868,0,6,0,1175.991568,6.247396918,26.31,0,12,0
869,0,7,0,1172.346078,7.288629738,26.31,0,14,0
870,0,6,0,1169.221207,6.247396918,26.31,0,12,0
871,0,6,0,1166.096339,6.247396918,26.31,0,12,0
872,0,6,0,1162.971475,6.247396918,26.31,0,12,0
873,1,6,0,1160.346613,5.247396918,26.31,0,12,0
874,2,6,0,1158.221754,4.247396918,26.31,0,12,0
875,8,6,0,1158.220596,0,26.31,0,12,1.6832
876,13,6,0,1158.219438,0,26.31,0,12,6.4852
877,34,7,0,1164.04508,-11.6536,26.31,0,14,14
878,35,7,0,1170.350916,-12.614,26.31,0,14,14
879,36,7,0,1177.136945,-13.5744,26.31,0,14,14
880,36,15,0,1177.135768,0,26.31,0,30,19.5744
881,32,15,0,1177.134591,0,26.31,0,30,15.7328
882,49,15,0,1178.163214,-2.0596,26.31,0,30,30
883,94,37,0,1178.162036,0,26.31,0,74,53.2776
884,97,39,0,1178.160858,0,26.31,0,78,54.1588
885,97,38,0,1178.159679,0,26.31,0,76,55.1588
886,98,20,0,1195.218101,-34.1192,26.31,0,40,40
887,105,30,0,1200.637906,-10.842,26.31,0,60,60
888,97,41,0,1200.636705,0,26.31,0,82,52.1588
889,63,42,0,1200.635505,0,26.31,0,84,18.5052
890,59,44,0,1200.634304,0,26.31,0,88,12.6636
891,49,40,0,1200.633103,0,26.31,0,80,7.0596
892,43,47,0,1197.662932,5.937942524,26.31,0,94,0
893,34,44,0,1191.754612,11.81424406,26.31,0,88,0
894,28,44,0,1182.846298,17.81424406,26.31,0,88,0
895,25,43,0,1172.95861,19.77301125,26.31,0,86,0
896,21,43,0,1161.070931,23.77301125,26.31,0,86,0
897,13,17,0,1158.719291,4.700957934,26.31,0,34,0
898,10,19,0,1153.82642,9.783423574,26.31,0,38,0
899,3,17,0,1146.474788,14.70095793,26.31,0,34,0
900,0,14,0,1139.185011,14.57725948,26.31,0,28,0
901,0,13,0,1132.415859,13.53602666,26.31,0,26,0
902,0,6,0,1129.291028,6.247396918,26.31,0,12,0
903,0,6,0,1126.1662,6.247396918,26.31,0,12,0
904,0,7,0,1122.520759,7.288629738,26.31,0,14,0
905,0,5,0,1119.916555,5.206164098,26.31,0,10,0
906,0,5,0,1117.312353,5.206164098,26.31,0,10,0
907,0,5,0,1114.708153,5.206164098,26.31,0,10,0
908,0,6,0,1111.58334,6.247396918,26.31,0,12,0
909,0,5,0,1108.979147,5.206164098,26.31,0,10,0
910,0,6,0,1105.854339,6.247396918,26.31,0,12,0
911,0,5,0,1103.250151,5.206164098,26.31,0,10,0
912,0,6,0,1100.12535,6.247396918,26.31,0,12,0
913,0,5,0,1097.521167,5.206164098,26.31,0,10,0
914,0,6,0,1094.396371,6.247396918,26.31,0,12,0
915,0,5,0,1091.792195,5.206164098,26.31,0,10,0
916,0,5,0,1089.188021,5.206164098,26.31,0,10,0
917,0,5,0,1086.58385,5.206164098,26.31,0,10,0
918,0,6,0,1083.459065,6.247396918,26.31,0,12,0
919,0,5,0,1080.854899,5.206164098,26.31,0,10,0
920,0,5,0,1078.250736,5.206164098,26.31,0,10,0
921,0,5,0,1075.646576,5.206164098,26.31,0,10,0
922,6,6,0,1075.521802,0.247396918,26.31,0,12,0
923,14,7,0,1075.520726,0,26.31,0,14,6.4456
924,29,6,0,1080.445451,-9.8516,26.31,0,12,12
925,42,6,0,1091.612771,-22.3368,26.31,0,12,12
926,53,7,0,1106.562279,-29.9012,26.31,0,14,14
927,66,8,0,1126.254372,-39.3864,26.31,0,16,16
928,73,17,0,1135.807846,-19.1092,26.31,0,34,34
929,82,16,0,1151.18311,-30.7528,26.31,0,32,32
930,89,16,0,1169.919759,-37.4756,26.31,0,32,32
931,94,25,0,1177.557389,-15.2776,26.31,0,50,50
932,100,45,0,1177.556212,0,26.31,0,90,51.04
933,105,38,0,1177.555034,0,26.31,0,76,62.842
934,105,20,0,1197.974856,-40.842,26.31,0,40,40
935,103,16,0,1223.434259,-50.9212,26.31,0,32,32
936,103,28,0,1230.893635,-14.9212,26.31,0,56,56
937,105,36,0,1230.892404,0,26.31,0,72,64.842
938,104,23,0,1246.331973,-30.8816,26.31,0,46,46
