k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,s,v,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation
12309,9.500000000000002,9.31,1.2959183673469388,1.27,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,0.6728446480633063,0.6593877551020402,1495.0061083723701,2029.08,47.0,0.6728446480633063,-46.8,233.3
12310,39.416666666666664,38.62833333333333,1.1326530612244898,1.1099999999999999,0.7142857142857142,0.7,9.285714285714286,9.1,0.0,0.0,27.495680272108846,26.945766666666668,0.0,0.0,1495.453709477373,2029.08,12.0,-26.945766666666668,-46.8,217.9
12311,47.91666666666667,46.958333333333336,1.397959183673469,1.3699999999999999,0.7142857142857142,0.7,7.346938775510205,7.2,0.0,0.0,37.499149659863946,36.74916666666667,0.0,0.0,1496.0647001347745,2029.08,-11.0,-36.74916666666667,-34.6,241.1
12312,37.16666666666667,36.42333333333334,2.1938775510204085,2.15,0.7142857142857142,0.7,6.530612244897959,6.4,0.0,0.0,26.98455782312926,26.444866666666673,0.0,0.0,1496.503951847852,2029.08,11.0,-26.444866666666673,-44.9,853.9
12313,45.50000000000001,44.59,2.1938775510204085,2.15,0.7142857142857142,0.7,6.73469387755102,6.6,0.0,0.0,34.947142857142865,34.248200000000004,0.0,0.0,1497.0732586772335,2029.08,11.0,-34.248200000000004,-55.1,687.9
12314,53.99999999999999,52.919999999999995,1.0816326530612246,1.06,0.7142857142857142,0.7,6.938775510204082,6.8,0.0,0.0,44.18530612244897,43.30159999999999,0.0,0.0,1497.7934549373083,2029.08,11.0,-43.30159999999999,-65.2,753.8
12315,63.0,61.739999999999995,1.653061224489796,1.6199999999999999,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,52.33183673469387,51.285199999999996,0.0,0.0,1498.6467104771866,2029.08,12.0,-51.285199999999996,-75.5,316.4
12316,34.66666666666667,33.973333333333336,1.653061224489796,1.6199999999999999,0.7142857142857142,0.7,8.26530612244898,8.1,0.0,0.0,23.34068027210885,22.873866666666675,0.0,0.0,1499.0264429415872,2029.08,49.0,-22.873866666666675,-77.5,179.0
12317,34.16666666666667,33.48333333333334,1.673469387755102,1.64,0.6122448979591837,0.6,9.693877551020407,9.5,0.0,0.0,21.503741496598646,21.07366666666667,0.0,0.0,1499.3761716929218,2029.08,47.0,-21.07366666666667,-73.4,179.9
12318,44.5,43.61,1.704081632653061,1.67,0.6122448979591837,0.6,6.530612244897959,6.4,0.0,0.0,34.763061224489796,34.0678,0.0,0.0,1499.9424689834168,2029.08,31.000000000000004,-34.0678,-73.5,280.1
12319,0.0,0.0,2.36734693877551,2.32,0.7142857142857142,0.7,6.632653061224491,6.5,0.0,0.0,0.0,0.0,9.912536443148689,9.714285714285715,1499.7757601002286,2029.08,11.0,9.912536443148689,0.0,195.3
12320,9.333333333333334,9.146666666666667,2.346938775510204,2.3,0.6122448979591837,0.6,6.938775510204082,6.8,0.0,0.0,0.0,0.0,0.7666250173538801,0.7512925170068024,1499.761483240846,2029.08,1.0,0.7666250173538801,0.0,173.9
12321,11.833333333333332,11.596666666666666,2.387755102040816,2.34,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,1.351768707482993,1.324733333333333,0.0,0.0,1499.7820623682517,2029.08,24.0,-1.324733333333333,-26.4,168.2
12322,33.24999999999999,32.584999999999994,1.1326530612244898,1.1099999999999999,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,22.778877551020408,22.3233,0.0,0.0,1500.1526175861893,2029.08,-2.0,-22.3233,-26.4,179.1
12323,34.333333333333336,33.64666666666667,1.183673469387755,1.16,0.7142857142857142,0.7,9.183673469387756,9.0,0.0,0.0,22.565034013605448,22.113733333333336,0.0,0.0,1500.5196796557939,2029.08,1.0,-22.113733333333336,-28.5,205.5
12324,35.833333333333336,35.11666666666667,1.153061224489796,1.1300000000000001,0.7142857142857142,0.7,7.448979591836735,7.3,0.0,0.0,25.800340136054423,25.284333333333336,0.0,0.0,1500.9395846916698,2029.08,8.0,-25.284333333333336,-38.7,228.1
12325,40.58333333333334,39.771666666666675,1.183673469387755,1.16,0.7142857142857142,0.7,7.244897959183673,7.1,0.0,0.0,30.628809523809537,30.016233333333346,0.0,0.0,1501.4383543076406,2029.08,11.0,-30.016233333333346,-49.0,569.2
12326,54.166666666666664,53.08333333333333,3.2653061224489797,3.2,0.7142857142857142,0.7,7.448979591836735,7.3,0.0,0.0,41.654761904761905,40.821666666666665,0.0,0.0,1502.1172139803973,2029.08,6.0,-40.821666666666665,-59.2,782.5
12327,60.25,59.045,3.244897959183674,3.18,0.6122448979591837,0.6,6.938775510204082,6.8,0.0,0.0,48.24908163265306,47.284099999999995,0.0,0.0,1502.9037801965167,2029.08,10.0,-47.284099999999995,-69.5,846.4
12328,69.33333333333334,67.94666666666667,3.908163265306122,3.8299999999999996,0.7142857142857142,0.7,7.040816326530613,6.9,0.0,0.0,56.28340136054423,55.15773333333335,0.0,0.0,1503.8215728482921,2029.08,10.0,-55.15773333333335,-79.8,860.2
12329,79.33333333333333,77.74666666666666,4.16326530612245,4.08,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,64.70585034013607,63.411733333333345,0.0,0.0,1504.8769312489414,2029.08,8.0,-63.411733333333345,-90.1,894.0
12330,87.16666666666666,85.42333333333333,1.7551020408163265,1.72,0.7142857142857142,0.7,9.795918367346939,9.6,0.0,0.0,73.15802721088434,71.69486666666667,0.0,0.0,1506.0703408164547,2029.08,10.0,-71.69486666666667,-100.4,612.3
12331,120.41666666666669,118.00833333333334,1.4183673469387756,1.3900000000000001,0.7142857142857142,0.7,7.244897959183673,7.1,0.0,0.0,108.63078231292518,106.45816666666667,0.0,0.0,1507.8431375238918,2029.08,-22.0,-106.45816666666667,-110.6,874.4
12332,73.83333333333334,72.35666666666667,1.397959183673469,1.3699999999999999,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,63.611768707482995,62.339533333333335,0.0,0.0,1508.8806219029766,2056.5,43.0,-62.339533333333335,-121.0,386.5
12333,78.83333333333333,77.25666666666666,1.4795918367346939,1.45,0.7142857142857142,0.7,6.938775510204082,6.8,0.0,0.0,68.12401360544219,66.76153333333335,0.0,0.0,1509.9918052445769,2056.5,48.0,-66.76153333333335,-131.3,399.4
12334,80.41666666666667,78.80833333333334,1.1632653061224492,1.1400000000000001,0.7142857142857142,0.7,7.244897959183673,7.1,0.0,0.0,69.68588435374151,68.29216666666667,0.0,0.0,1511.1284980305493,2056.5,46.0,-68.29216666666667,-131.4,398.3
12335,0.0,0.0,1.1020408163265307,1.08,0.7142857142857142,0.7,8.26530612244898,8.1,0.0,0.0,0.0,0.0,10.28738025822574,10.081632653061224,1510.9555305644142,2056.5,12.0,10.28738025822574,0.0,962.0
12336,6.25,6.125,1.0510204081632653,1.03,0.7142857142857142,0.7,10.000000000000002,9.8,0.0,0.0,0.0,0.0,5.755414410662225,5.6403061224489806,1510.8580960353725,2056.5,7.0,5.755414410662225,0.0,841.4
12337,13.0,12.74,1.622448979591837,1.59,0.7142857142857142,0.7,6.428571428571428,6.3,0.0,0.0,3.9746938775510197,3.8951999999999996,0.0,0.0,1510.9215051772765,2056.5,-4.0,-3.8951999999999996,0.0,360.0
12338,61.08333333333334,59.86166666666667,2.7755102040816326,2.7199999999999998,0.7142857142857142,0.7,6.632653061224491,6.5,0.0,0.0,49.739217687074834,48.74443333333333,0.0,0.0,1511.7324014779933,2056.5,-8.0,-48.74443333333333,-50.0,342.4
12339,59.33333333333334,58.146666666666675,3.346938775510204,3.28,0.7142857142857142,0.7,6.938775510204082,6.8,0.0,0.0,47.146666666666675,46.20373333333334,0.0,0.0,1512.500951967814,2056.5,7.0,-46.20373333333334,-65.3,357.7
12340,64.50000000000001,63.21000000000001,2.2653061224489797,2.2199999999999998,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,53.08755102040818,52.02580000000001,0.0,0.0,1513.3665361335286,2056.5,11.0,-52.02580000000001,-75.5,404.3
12341,72.33333333333333,70.88666666666666,1.673469387755102,1.64,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,60.94789115646258,59.72893333333333,0.0,0.0,1514.3605049892149,2056.5,1.0,-59.72893333333333,-75.6,667.7
12342,83.66666666666667,81.99333333333334,1.6938775510204085,1.6600000000000001,0.7142857142857142,0.7,10.714285714285715,10.5,0.0,0.0,68.87088435374152,67.49346666666668,0.0,0.0,1515.4838817398208,2056.5,12.0,-67.49346666666668,-96.1,914.9
12343,91.66666666666666,89.83333333333331,1.112244897959184,1.09,0.7142857142857142,0.7,9.081632653061224,8.9,0.0,0.0,78.9251700680272,77.34666666666665,0.0,0.0,1516.7714773670502,2056.5,0.0,-77.34666666666665,-96.2,790.2
12344,99.66666666666666,97.67333333333332,1.0816326530612246,1.06,0.7142857142857142,0.7,7.346938775510205,7.2,0.0,0.0,88.53047619047618,86.75986666666667,0.0,0.0,1518.2159583733508,2056.5,8.0,-86.75986666666667,-116.7,893.5
12345,82.58333333333333,80.93166666666666,1.1020408163265307,1.08,0.7142857142857142,0.7,6.938775510204082,6.8,1.3322676295501878e-14,0.0,72.17656462585036,70.73303333333334,0.0,0.0,1519.3933240462811,2056.5,27.0,-70.73303333333334,-116.8,371.8
12346,115.66666666666669,113.35333333333334,1.112244897959184,1.09,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,104.38394557823129,102.29626666666667,0.0,0.0,1521.0967424307348,2056.5,3.0,-102.29626666666667,-132.3,842.0
12347,116.33333333333333,114.00666666666666,1.173469387755102,1.15,0.7142857142857142,0.7,8.673469387755102,8.5,0.0,0.0,103.44544217687076,101.37653333333334,0.0,0.0,1522.7848302228813,2056.5,6.0,-101.37653333333334,-132.2,865.0
12348,130.58333333333334,127.97166666666666,1.1224489795918366,1.1,0.7142857142857142,0.7,11.122448979591837,10.9,0.0,0.0,115.01248299319727,112.71223333333333,0.0,0.0,1524.6618446602731,2056.5,12.0,-112.71223333333333,-152.9,876.7
12349,79.25,77.66499999999999,1.183673469387755,1.16,0.7142857142857142,0.7,11.224489795918366,11.0,0.0,0.0,64.54255102040815,63.251699999999985,0.0,0.0,1525.7145149984283,2056.5,51.0,-63.251699999999985,-126.1,462.7
12350,0.0,0.0,1.1326530612244898,1.1099999999999999,0.7142857142857142,0.7,7.346938775510205,7.2,0.0,0.0,0.0,0.0,9.381507705122868,9.193877551020408,1525.5566308221612,2056.5,11.0,9.381507705122868,0.0,455.0
12351,6.0,5.88,1.1020408163265307,1.08,0.7142857142857142,0.7,6.836734693877551,6.7,0.0,0.0,0.0,0.0,2.829654310703873,2.773061224489796,1525.507944360352,2056.5,3.0,2.829654310703873,0.0,340.8
12352,10.583333333333332,10.371666666666666,1.1428571428571428,1.1199999999999999,0.7142857142857142,0.7,6.938775510204082,6.8,0.0,0.0,1.575748299319729,1.5442333333333342,0.0,0.0,1525.5321560746297,2056.5,47.0,-1.5442333333333342,-48.6,366.0
12353,49.25,48.265,1.1428571428571428,1.1199999999999999,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,39.265,38.479699999999994,0.0,0.0,1526.171958875807,2056.5,-2.0,-38.479699999999994,-46.9,261.8
12354,44.5,43.61,1.6122448979591837,1.58,0.7142857142857142,0.7,8.877551020408163,8.7,0.0,0.0,32.40591836734694,31.757800000000003,0.0,0.0,1526.6997293705147,2083.92,8.0,-31.757800000000003,-47.9,233.9
12355,45.25,44.345,1.5510204081632653,1.52,0.7142857142857142,0.7,11.428571428571427,11.2,0.0,0.0,30.651122448979592,30.038099999999996,0.0,0.0,1527.1988376707855,2083.92,8.0,-30.038099999999996,-47.9,232.2
12356,54.333333333333336,53.24666666666667,1.6428571428571428,1.61,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,43.032380952380954,42.171733333333336,0.0,0.0,1527.90017269417,2083.92,0.0,-42.171733333333336,-58.1,264.5
12357,93.08333333333334,91.22166666666668,1.857142857142857,1.8199999999999998,0.7142857142857142,0.7,8.061224489795919,7.900000000000001,0.0,0.0,80.58901360544219,78.97723333333334,0.0,0.0,1529.2149320162193,2083.92,-32.0,-78.97723333333334,-68.4,797.5
12358,76.16666666666667,74.64333333333335,1.6428571428571428,1.61,0.7142857142857142,0.7,6.836734693877551,6.7,0.0,0.0,65.44945578231294,64.14046666666668,0.0,0.0,1530.282410579065,2083.92,-3.0,-64.14046666666668,-78.7,276.9
12359,51.583333333333336,50.55166666666666,1.5,1.47,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,41.39860544217687,40.57063333333333,0.0,0.0,1530.9570575188766,2083.92,38.0,-40.57063333333333,-89.0,258.5
12360,51.833333333333336,50.79666666666667,1.3571428571428572,1.33,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,40.56197278911564,39.75073333333333,0.0,0.0,1531.6180387840411,2083.92,48.0,-39.75073333333333,-98.2,256.9
12361,56.083333333333336,54.961666666666666,1.4081632653061227,1.3800000000000001,0.6122448979591837,0.6,9.795918367346939,9.6,0.0,0.0,43.145340136054415,42.28243333333332,0.0,0.0,1532.3212143882245,2083.92,44.0,-42.28243333333332,-98.2,275.4
12362,53.99999999999999,52.919999999999995,1.6122448979591837,1.58,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,43.04244897959183,42.181599999999996,0.0,0.0,1533.0227087336766,2083.92,0.0,-42.181599999999996,-53.0,267.4
12363,51.25,50.224999999999994,2.1938775510204085,2.15,0.7142857142857142,0.7,6.73469387755102,6.6,0.0,0.0,40.582142857142856,39.7705,0.0,0.0,1533.6840173776345,2083.92,2.0,-39.7705,-53.0,258.9
12364,49.50000000000001,48.51,2.1020408163265305,2.06,0.7142857142857142,0.7,7.040816326530613,6.9,0.0,0.0,38.652857142857144,37.8798,0.0,0.0,1534.313813693617,2083.92,4.0,-37.8798,-51.0,245.3
12365,45.75,44.835,1.1326530612244898,1.1099999999999999,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,35.84520408163266,35.1283,0.0,0.0,1534.8977510464701,2083.92,3.0,-35.1283,-46.9,232.5
12366,48.25,47.285000000000004,1.989795918367347,1.9500000000000002,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,36.213571428571434,35.4893,0.0,0.0,1535.4877044820523,2083.92,-2.0,-35.4893,-43.8,430.1
12367,0.0,0.0,2.071428571428572,2.0300000000000002,0.6122448979591837,0.6,9.89795918367347,9.7,0.0,0.0,0.0,0.0,12.838400666389006,12.581632653061225,1535.2721956499079,2083.92,14.0,12.838400666389006,0.0,237.1
12368,13.41666666666667,13.148333333333335,1.795918367346939,1.7600000000000002,0.7142857142857142,0.7,7.346938775510205,7.2,4.163336342344337e-16,0.0,3.2911904761904753,3.2253666666666656,0.0,0.0,1535.3244164888233,2083.92,-3.0,-3.2253666666666656,0.0,270.7
12369,11.916666666666668,11.678333333333333,1.1326530612244898,1.1099999999999999,0.6122448979591837,0.6,6.632653061224491,6.5,0.0,0.0,3.3007823129251683,3.234766666666665,0.0,0.0,1535.3767939421843,2083.92,26.0,-3.234766666666665,-29.5,178.3
12370,33.666666666666664,32.99333333333333,1.0102040816326532,0.99,0.6122448979591837,0.6,6.938775510204082,6.8,0.0,0.0,24.43210884353741,23.943466666666662,0.0,0.0,1535.774316343168,2083.92,0.0,-23.943466666666662,-29.5,695.6
12371,33.24999999999999,32.584999999999994,1.0612244897959182,1.04,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,23.870714285714282,23.393299999999996,0.0,0.0,1536.162668902185,2083.92,0.0,-23.393299999999996,-29.5,697.1
12372,33.333333333333336,32.66666666666667,1.459183673469388,1.4300000000000002,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,22.63605442176871,22.183333333333334,0.0,0.0,1536.5308549617382,2083.92,11.0,-22.183333333333334,-39.7,693.8
12373,47.5,46.55,1.397959183673469,1.3699999999999999,0.6122448979591837,0.6,8.775510204081634,8.6,6.661338147750939e-15,0.0,35.76428571428571,35.049,0.0,0.0,1537.1134684308831,2083.92,11.0,-35.049,-49.9,694.8
12374,53.833333333333336,52.75666666666667,1.4081632653061227,1.3800000000000001,0.6122448979591837,0.6,8.877551020408163,8.7,0.0,0.0,41.8587074829932,41.02153333333334,0.0,0.0,1537.7956235396368,2083.92,9.0,-41.02153333333334,-60.2,700.5
12375,67.83333333333333,66.47666666666666,1.3571428571428572,1.33,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,57.262380952380965,56.11713333333334,0.0,0.0,1538.7293712995688,2083.92,3.0,-56.11713333333334,-70.4,708.2
12376,69.16666666666667,67.78333333333333,1.4081632653061227,1.3800000000000001,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,58.92619047619049,57.74766666666668,0.0,0.0,1539.6902936813087,2083.92,8.0,-57.74766666666668,-80.6,707.1
12377,85.83333333333333,84.11666666666666,1.4081632653061227,1.3800000000000001,0.6122448979591837,0.6,6.938775510204082,6.8,0.0,0.0,75.15748299319729,73.65433333333335,0.0,0.0,1540.9163262132372,2083.92,1.0,-73.65433333333335,-91.0,711.7
12378,85.5,83.79,1.3775510204081636,1.35,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,74.65734693877552,73.16420000000001,0.0,0.0,1542.1341886302441,2083.92,9.0,-73.16420000000001,-101.2,712.1
12379,104.75000000000001,102.65500000000002,1.469387755102041,1.44,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,92.20602040816328,90.36190000000002,0.0,0.0,1543.638678162722,2083.92,-1.0,-90.36190000000002,-111.5,709.4
12380,104.58333333333334,102.49166666666667,3.6428571428571432,3.5700000000000003,0.6122448979591837,0.6,9.795918367346939,9.6,0.0,0.0,88.44064625850342,86.67183333333335,0.0,0.0,1545.0816650795994,2111.34,13.0,-86.67183333333335,-121.9,712.8
12381,122.33333333333336,119.88666666666668,3.591836734693878,3.5200000000000005,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,108.33564625850343,106.16893333333336,0.0,0.0,1546.8496022201564,2111.34,-1.0,-106.16893333333336,-132.1,710.0
12382,122.50000000000001,120.05000000000001,3.2551020408163267,3.19,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,109.44795918367349,107.25900000000001,0.0,0.0,1548.6357053705542,2111.34,8.0,-107.25900000000001,-142.5,702.0
12383,129.58333333333334,126.99166666666667,1.0816326530612246,1.06,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,118.25697278911566,115.89183333333335,0.0,0.0,1550.5656872904044,2111.34,9.0,-115.89183333333335,-152.6,688.5
12384,125.16666666666664,122.6633333333333,1.1632653061224492,1.1400000000000001,0.6122448979591837,0.6,8.16326530612245,8.0,0.0,0.0,112.72455782312922,110.47006666666664,0.0,0.0,1552.405304502495,2111.34,26.0,-110.47006666666664,-162.9,710.6
12385,144.50000000000003,141.61,1.0408163265306125,1.02,0.6122448979591837,0.6,9.489795918367347,9.3,0.0,0.0,130.46714285714287,127.85780000000003,0.0,0.0,1554.5347154305239,2111.34,14.0,-127.85780000000003,-173.2,730.2
12386,146.16666666666669,143.24333333333334,1.346938775510204,1.3199999999999998,0.6122448979591837,0.6,10.102040816326532,9.9,0.0,0.0,131.18210884353743,128.5584666666667,0.0,0.0,1556.6758020069194,2111.34,13.0,-128.5584666666667,-173.4,739.5
12387,147.91666666666669,144.95833333333334,1.6428571428571428,1.61,0.6122448979591837,0.6,7.551020408163265,7.4,0.0,0.0,135.15221088435376,132.4491666666667,0.0,0.0,1558.8817314422286,2111.34,-4.0,-132.4491666666667,-159.9,743.7
12388,148.25000000000003,145.28500000000003,2.9489795918367343,2.8899999999999997,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,133.76459183673472,131.08930000000004,0.0,0.0,1561.0649942271639,2111.34,0.0,-131.08930000000004,-164.0,745.3
12389,147.58333333333331,144.63166666666666,2.693877551020408,2.6399999999999997,0.6122448979591837,0.6,8.16326530612245,8.0,0.0,0.0,133.1622789115646,130.49903333333333,0.0,0.0,1563.2384170510584,2111.34,2.0,-130.49903333333333,-163.9,742.0
12390,145.0,142.1,2.224489795918368,2.18,0.6122448979591837,0.6,9.693877551020407,9.5,0.0,0.0,129.569387755102,126.97799999999997,0.0,0.0,1565.3531538126413,2111.34,4.0,-126.97799999999997,-162.1,729.3
12391,144.41666666666669,141.52833333333336,3.0102040816326534,2.95,0.6122448979591837,0.6,11.734693877551022,11.5,0.0,0.0,126.1711904761905,123.6477666666667,0.0,0.0,1567.4123845705985,2138.76,3.0,-123.6477666666667,-157.9,716.3
12392,138.0,135.24,2.3265306122448983,2.2800000000000002,0.6122448979591837,0.6,10.102040816326532,9.9,0.0,0.0,122.1991836734694,119.75520000000002,0.0,0.0,1569.406737158214,2138.76,5.0,-119.75520000000002,-154.9,693.6
12393,132.41666666666669,129.76833333333335,1.5612244897959187,1.53,0.6122448979591837,0.6,7.755102040816325,7.599999999999999,0.0,0.0,119.83976190476193,117.44296666666669,0.0,0.0,1571.3625505292546,2138.76,4.0,-117.44296666666669,-149.7,661.2
12394,128.33333333333337,125.7666666666667,1.5612244897959187,1.53,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,115.6340136054422,113.32133333333336,0.0,0.0,1573.249668055593,2138.76,5.0,-113.32133333333336,-145.5,644.0
12395,125.5,122.99000000000001,1.397959183673469,1.3699999999999999,0.6122448979591837,0.6,8.26530612244898,8.1,0.0,0.0,112.71448979591838,110.46020000000001,0.0,0.0,1575.0890981392583,2138.76,3.0,-110.46020000000001,-140.3,623.7
12396,121.58333333333334,119.15166666666667,1.4489795918367347,1.42,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,107.70268707482995,105.54863333333334,0.0,0.0,1576.846666939049,2138.76,6.0,-105.54863333333334,-133.2,610.8
12397,120.75000000000001,118.33500000000001,1.7244897959183674,1.69,0.6122448979591837,0.6,11.326530612244898,11.1,0.0,0.0,104.67173469387757,102.57830000000001,0.0,0.0,1578.5547284257154,2138.76,5.0,-102.57830000000001,-133.1,603.0
12398,119.24999999999999,116.865,1.459183673469388,1.4300000000000002,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,105.60989795918367,103.4977,0.0,0.0,1580.2781115376536,2138.76,-2.0,-103.4977,-130.0,599.2
12399,119.91666666666669,117.51833333333335,1.5816326530612246,1.55,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,107.46731292517009,105.31796666666668,0.0,0.0,1582.0318307039865,2138.76,-1.0,-105.31796666666668,-130.0,596.1
12400,120.5,118.09,1.4285714285714284,1.4,0.7142857142857142,0.7,8.061224489795919,7.900000000000001,0.0,0.0,107.88591836734693,105.7282,0.0,0.0,1583.7923853388224,2138.76,-1.0,-105.7282,-131.1,599.0
12401,121.25000000000001,118.825,1.1326530612244898,1.1099999999999999,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,108.81479591836735,106.63850000000001,0.0,0.0,1585.5681098797704,2138.76,-2.0,-106.63850000000001,-131.1,605.9
12402,123.66666666666669,121.19333333333334,1.0714285714285716,1.05,0.7142857142857142,0.7,10.408163265306122,10.2,0.0,0.0,108.99945578231294,106.81946666666667,0.0,0.0,1587.346848756105,2166.1800000000003,-2.0,-106.81946666666667,-131.1,616.1
12403,124.08333333333336,121.60166666666669,1.7244897959183674,1.69,0.7142857142857142,0.7,10.204081632653061,10.0,0.0,0.0,108.95880952380955,106.77963333333336,0.0,0.0,1589.1249219648118,2166.1800000000003,-4.0,-106.77963333333336,-131.0,619.5
12404,124.91666666666669,122.41833333333335,1.7244897959183674,1.69,0.7142857142857142,0.7,6.632653061224491,6.5,0.0,0.0,113.34690476190477,111.07996666666668,0.0,0.0,1590.9746656176676,2166.1800000000003,-1.0,-111.07996666666668,-137.3,622.9
12405,124.83333333333337,122.3366666666667,1.7244897959183674,1.69,0.7142857142857142,0.7,6.938775510204082,6.8,0.0,0.0,112.95911564625854,110.69993333333338,0.0,0.0,1592.8180735318908,2166.1800000000003,-1.0,-110.69993333333338,-137.3,624.3
12406,126.58333333333334,124.05166666666668,1.0714285714285716,1.05,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,115.12309523809525,112.82063333333335,0.0,0.0,1594.6968246027063,2166.1800000000003,-1.0,-112.82063333333335,-138.2,631.9
12407,126.08333333333336,123.56166666666668,1.112244897959184,1.09,0.7142857142857142,0.7,8.673469387755102,8.5,0.0,0.0,113.0616666666667,110.80043333333336,0.0,0.0,1596.5419037947706,2166.1800000000003,1.0,-110.80043333333336,-140.3,631.9
12408,127.08333333333331,124.54166666666666,1.112244897959184,1.09,0.7142857142857142,0.7,10.408163265306122,10.2,0.0,0.0,112.30697278911565,110.06083333333333,0.0,0.0,1598.374654475089,2166.1800000000003,2.0,-110.06083333333333,-139.3,631.6
12409,124.25,121.765,1.0714285714285716,1.05,0.7142857142857142,0.7,8.26530612244898,8.1,0.0,0.0,111.71397959183675,109.4797,0.0,0.0,1600.1977177671013,2166.1800000000003,2.0,-109.4797,-137.4,617.2
12410,120.25000000000001,117.845,1.4183673469387756,1.3900000000000001,0.7142857142857142,0.7,6.73469387755102,6.6,0.0,0.0,108.97765306122449,106.7981,0.0,0.0,1601.9760859027167,2166.1800000000003,2.0,-106.7981,-135.2,591.4
12411,115.58333333333334,113.27166666666668,1.683673469387755,1.65,0.7142857142857142,0.7,7.142857142857143,7.0,0.0,0.0,103.73085034013606,101.65623333333333,0.0,0.0,1603.6687544821862,2166.1800000000003,6.0,-101.65623333333333,-133.2,575.9
12412,113.66666666666667,111.39333333333335,1.4795918367346939,1.45,0.7142857142857142,0.7,7.346938775510205,7.2,0.0,0.0,101.85251700680274,99.8154666666667,0.0,0.0,1605.3307419245427,2166.1800000000003,3.0,-99.8154666666667,-126.9,560.0
12413,111.08333333333334,108.86166666666666,1.510204081632653,1.48,0.7142857142857142,0.7,10.000000000000002,9.8,0.0,0.0,96.63717687074829,94.70443333333333,0.0,0.0,1606.907543816023,2166.1800000000003,4.0,-94.70443333333333,-123.69999999999999,556.4
12414,112.16666666666667,109.92333333333333,2.418367346938776,2.37,0.7142857142857142,0.7,11.224489795918366,11.0,0.0,0.0,95.56619047619049,93.65486666666666,0.0,0.0,1608.4668513529236,2166.1800000000003,1.0,-93.65486666666666,-119.6,554.8
12415,46.916666666666664,45.97833333333333,2.3775510204081636,2.33,0.7142857142857142,0.7,7.346938775510205,7.2,0.0,0.0,35.53955782312925,34.82876666666667,0.0,0.0,1609.0457223305166,2193.6,32.0,-34.82876666666667,-75.5,451.6
12416,52.75,51.69499999999999,1.459183673469388,1.4300000000000002,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,41.97051020408163,41.131099999999996,0.0,0.0,1609.7296316181273,2193.6,-2.0,-41.131099999999996,-42.7,228.3
12417,9.416666666666668,9.228333333333335,1.4387755102040816,1.41,0.7142857142857142,0.7,7.040816326530613,6.9,0.0,0.0,0.03445578231292601,0.033766666666667486,0.0,0.0,1609.7285846662735,2193.6,0.0,-0.033766666666667486,0.0,386.9
12418,4.750000000000001,4.655,1.469387755102041,1.44,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,5.391607663473551,5.28377551020408,1609.6371148099643,2193.6,7.0,5.391607663473551,0.0,256.3
12419,21.0,20.58,1.0714285714285716,1.05,0.7142857142857142,0.7,9.89795918367347,9.7,0.0,0.0,8.896326530612244,8.718399999999999,0.0,0.0,1609.780811839516,2193.6,3.0,-8.718399999999999,-15.199999999999998,121.2
