太陽光発電電力,系統購入電力,蓄電池MegaPower放電電力,工場全消費電力,6600/210-105V 75kVA 全体,6600/210V 300kVA 全体,6600/210V 500kVA 全体,No.1系特定負荷 商用電力,No.2系特定負荷 商用電力,No1太陽光PCS直流電力,No1太陽光PCS交流電力,No2太陽光PCS直流電力,No2太陽光PCS交流電力,日射量,直流電力の合計値,蓄電池,売買電単価,売買電価格(30分ごと),交流/直流,Unnamed: 21,Unnamed: 22,テクシード国府工場動力Tr,テクシード国府工場電灯Tr,テクシード国府工場全体,Unnamed: 26,Unnamed: 27
0.0,0,14.3,12.4,2.84,0.5,8.3,2.7,0.1,0,0,0,0,-1.0,0,92.0,13.55,,0.0,,,0.0,4.0,4.0,,
0.0,0,15.3,13.6,2.83,0.5,9.5,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.55,,0.0,,,0.0,4.0,4.0,,
0.0,0,16.3,14.8,2.85,0.5,11.0,2.6,0.1,0,0,0,0,-1.2,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,1,18.4,16.3,2.8899999999999997,0.5,12.3,2.7,0.1,0,0,0,0,-1.1,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,15.3,12.8,2.81,0.6,8.0,2.7,0.1,0,0,0,0,-0.9,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.3,11.5,2.94,0.6,7.2,2.6,0.1,0,0,0,0,-1.2,0,92.0,13.55,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.4,2.77,0.6,7.3,2.7,0.1,0,0,0,0,-1.5,0,92.0,13.55,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.3,11.2,2.79,0.6,7.0,2.7,0.1,0,0,0,0,-1.6,0,92.0,13.55,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,12.1,2.7800000000000002,0.6,8.0,2.7,0.1,0,0,0,0,-1.6,0,92.0,13.55,,0.0,,,0.0,2.0,3.0,,
0.0,1,15.3,13.0,2.69,0.6,8.9,2.7,0.1,0,0,0,0,-1.6,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,17.3,15.4,2.7,0.6,11.2,2.7,0.1,0,0,0,0,-1.6,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,-1,17.3,14.9,3.75,0.6,8.3,2.7,0.1,0,0,0,0,-1.6,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,13.2,11.8,3.7299999999999995,0.6,6.7,2.7,0.1,0,0,0,0,-1.5,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,12.2,10.8,2.7199999999999998,0.6,7.5,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,12.2,10.8,1.7,0.6,7.7,2.6,0.1,0,0,0,0,-0.3,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,13.2,10.2,0.8699999999999999,0.6,8.1,2.6,0.1,0,0,0,0,0.0,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.3,12.2,0.8800000000000001,0.6,10.0,2.6,0.1,0,0,0,0,0.2,0,92.0,13.55,,0.0,,,0.0,3.0,3.0,,
0.0,0,16.3,14.4,1.51,0.6,11.8,2.6,0.1,0,0,0,0,-0.1,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.6,1.41,0.5,12.6,2.6,0.1,0,0,0,0,-0.5,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.6,1.48,0.5,6.8,2.6,0.1,0,0,0,0,-0.6,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.2,9.6,1.52,0.5,6.7,2.6,0.1,0,0,0,0,-0.8,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,9.8,1.51,0.5,6.9,2.6,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,1,12.2,10.3,1.48,0.5,7.8,2.6,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.5,1.4,0.5,8.9,2.6,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,16.3,14.4,1.3699999999999999,0.5,11.0,3.2,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,-2,17.3,15.1,1.3800000000000001,0.5,11.6,3.2,0.1,0,0,0,0,-0.6,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.1,1.42,0.5,7.4,3.2,0.1,0,0,0,0,-0.4,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.5,1.46,0.5,6.6,2.5,0.1,0,0,0,0,-0.2,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.4,1.48,0.6,7.7,2.6,0.1,0,0,0,0,-0.5,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.7,1.47,0.6,7.8,2.6,0.1,0,0,0,0,-0.3,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.1,12.0,1.51,0.6,9.2,2.5,0.1,0,0,0,0,-0.2,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,16.2,13.9,1.54,0.6,11.3,2.6,0.1,0,0,0,0,-0.3,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,-1,17.3,15.4,1.51,0.6,12.6,2.6,0.1,0,0,0,0,-0.4,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.2,9.0,1.0,0.6,6.8,2.6,0.1,0,0,0,0,-0.1,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.2,9.0,1.01,0.6,6.6,2.6,0.1,0,0,0,0,-0.2,0,92.0,14.24,,0.0,,,0.0,3.0,4.0,,
0.0,0,11.2,9.1,0.99,0.6,6.8,2.6,0.1,0,0,0,0,-0.4,0,92.0,14.24,,0.0,,,0.0,3.0,4.0,,
0.0,0,11.2,9.4,0.97,0.6,7.0,2.6,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.9,0.8800000000000001,0.6,8.7,2.5,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,12.2,0.8800000000000001,0.6,10.0,2.6,0.1,0,0,0,0,-0.7,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,15.3,13.9,0.9,0.6,11.1,2.6,0.1,0,0,0,0,-0.5,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,9.6,0.9199999999999999,0.6,6.7,2.5,0.1,0,0,0,0,-0.5,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,1,11.2,9.5,1.45,0.6,6.7,2.6,0.1,0,0,0,0,-0.4,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.3,1.4300000000000002,0.6,7.6,2.6,0.1,0,0,0,0,-0.7,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.6,1.3800000000000001,0.6,7.8,2.6,0.1,0,0,0,0,-0.8,0,92.0,14.24,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.2,11.8,1.4,0.6,8.9,2.5,0.1,0,0,0,0,-0.9,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,16.3,14.6,2.37,0.6,10.0,2.5,0.1,0,0,0,0,-1.3,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,17.3,16.1,2.35,0.6,12.3,2.6,0.1,0,0,0,0,-1.3,0,92.0,14.24,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,10.6,1.49,0.6,7.5,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.2,9.4,1.24,0.6,6.7,2.6,0.1,0,0,0,0,-0.8,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.2,0.97,0.6,6.9,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.5,0.99,0.6,7.1,2.7,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,10.7,0.85,0.6,8.0,2.7,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,12.1,0.8800000000000001,0.6,10.2,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,13.0,0.89,0.6,10.9,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,-1,13.2,10.7,1.16,0.6,9.1,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,9.8,0.9099999999999999,0.6,7.5,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,10.3,1.4,0.6,7.5,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,10.3,1.4300000000000002,0.6,7.6,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.6,1.4,0.5,9.0,2.6,0.1,0,0,0,0,-1.3,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,12.5,1.3900000000000001,0.5,9.8,2.6,0.1,0,0,0,0,-0.8,0,92.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,15.2,13.7,1.35,0.5,10.0,2.6,0.1,0,0,0,0,-0.8,0,92.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,13.2,11.0,1.4300000000000002,0.5,8.4,2.6,0.1,0,0,0,0,-0.8,0,92.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,11.1,9.5,1.45,0.5,6.7,2.6,0.1,0,0,0,0,-1.0,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.6,1.49,0.5,6.8,2.6,0.1,0,0,0,0,-1.1,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,9.8,1.47,0.5,7.0,2.6,0.1,0,0,0,0,-1.1,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,1,12.1,9.8,1.3800000000000001,0.5,7.4,2.6,0.1,0,0,0,0,-1.1,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,1,13.2,11.9,1.3800000000000001,0.5,8.8,2.6,0.1,0,0,0,0,-0.9,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,15.2,13.9,1.3900000000000001,0.5,11.1,2.6,0.1,0,0,0,0,-1.2,0,92.0,13.39,,0.0,,,0.0,3.0,4.0,,
0.0,-1,16.2,14.4,1.3699999999999999,0.5,10.4,2.6,0.1,0,0,0,0,-1.4,0,92.0,13.39,,0.0,,,0.0,3.0,4.0,,
0.0,0,11.1,9.4,1.41,0.5,6.7,2.6,0.1,0,0,0,0,-1.6,0,92.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,-1,12.2,10.1,1.3800000000000001,0.5,7.4,2.5,0.1,0,0,0,0,-1.4,0,91.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,10.2,1.3699999999999999,0.5,7.6,2.5,0.1,0,0,0,0,-1.0,0,91.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.4,1.3599999999999999,0.5,7.9,2.5,0.1,0,0,0,0,-0.9,0,91.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.2,12.2,1.3900000000000001,0.5,9.7,2.6,0.2,0,0,0,0,-1.1,0,91.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,15.3,13.3,1.41,0.5,10.6,2.6,0.2,0,0,0,0,-1.1,0,91.0,13.39,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.2,10.9,1.5,0.5,11.4,2.6,0.2,0,0,0,0,-1.2,0,91.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.2,9.5,1.53,0.5,6.6,2.5,0.2,0,0,0,0,-1.3,0,91.0,13.39,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.6,1.56,0.5,6.7,2.6,0.2,0,0,0,0,-1.2,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,10.2,1.95,0.5,6.9,2.6,0.2,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.2,10.2,1.8399999999999999,0.5,7.2,2.5,0.1,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,1,12.1,10.7,0.8699999999999999,0.5,8.4,2.5,0.1,0,0,0,0,-0.9,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,12.2,0.85,0.5,10.1,2.5,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,-1,14.2,12.4,0.8400000000000001,0.5,10.4,2.5,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,10.1,8.8,0.86,0.5,6.6,2.5,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,10.4,0.8699999999999999,0.5,6.8,2.6,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,10.4,0.8699999999999999,0.5,8.4,3.2,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,10.7,0.85,0.5,8.8,3.2,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.1,12.8,0.86,0.5,9.6,2.5,0.1,0,0,0,0,-0.9,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,16.2,14.3,0.8800000000000001,0.5,12.2,2.6,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,3.0,3.0,,
0.0,0,15.2,12.2,0.9400000000000001,0.5,9.0,2.5,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,3.0,3.0,,
0.0,0,11.1,9.0,0.93,0.5,6.6,2.5,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.1,0.96,0.6,6.8,2.5,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.4,1.0,0.6,7.0,2.6,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.1,10.4,0.8699999999999999,0.5,7.4,2.6,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.2,11.8,1.1199999999999999,0.6,9.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,12.2,0.85,0.6,9.9,2.6,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.0,1.02,0.6,9.6,2.6,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.0,1.02,0.6,6.6,2.6,0.1,0,0,0,0,-0.9,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.2,1.03,0.6,6.8,2.6,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,1.0,2.0,,
0.0,0,12.2,10.8,1.6,0.6,7.8,2.6,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,11.9,1.55,0.6,8.9,2.6,0.1,0,0,0,0,-0.8,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,15.2,13.7,1.53,0.6,11.0,2.6,0.1,0,0,0,0,-0.9,0,91.0,13.0,,0.0,,,0.0,3.0,3.0,,
0.0,0,17.3,15.2,1.54,0.5,12.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,3.0,3.0,,
0.0,0,12.1,10.3,1.6600000000000001,0.5,7.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.5,1.6300000000000001,0.5,6.6,2.6,0.1,0,0,0,0,-1.1,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,1.58,0.5,6.8,2.6,0.1,0,0,0,0,-1.2,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.0,1.6199999999999999,0.5,7.1,2.6,0.1,0,0,0,0,-1.0,0,91.0,13.0,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,11.0,1.5,0.5,8.2,2.6,0.1,0,0,0,0,-0.9,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,1,14.1,13.0,1.5699999999999998,0.5,10.0,2.6,0.1,0,0,0,0,-0.8,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,15.2,13.0,1.55,0.5,10.2,2.6,0.1,0,0,0,0,-0.9,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,10.6,2.54,0.5,6.6,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.6,2.62,0.5,6.7,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,3.0,,
0.0,1,11.1,9.7,1.59,0.5,6.8,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,3.0,,
0.0,0,11.1,9.1,0.9099999999999999,0.5,7.1,2.6,0.1,0,0,0,0,-0.9,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,1,13.1,11.3,0.86,0.5,9.4,2.6,0.1,0,0,0,0,-0.9,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,15.1,13.7,0.9099999999999999,0.5,11.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,16.2,14.8,0.8699999999999999,0.5,12.5,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,11.1,9.5,0.85,0.5,7.3,2.5,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,11.1,9.6,0.96,0.5,7.4,2.5,0.1,0,0,0,0,-1.0,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,11.1,9.7,0.97,0.5,7.5,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,0,12.1,10.1,0.99,0.6,8.1,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,11.0,0.8699999999999999,0.6,8.8,2.6,0.1,0,0,0,0,-1.2,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,12.2,0.8800000000000001,0.6,10.2,2.6,0.1,0,0,0,0,-1.3,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,12.5,0.8800000000000001,0.6,10.4,2.6,0.1,0,0,0,0,-1.6,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.0,0.8800000000000001,0.6,6.7,2.6,0.1,0,0,0,0,-1.3,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.4,0.89,0.6,6.8,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.2,0.8699999999999999,0.6,7.0,2.6,0.1,0,0,0,0,-1.0,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.6,0.8800000000000001,0.6,7.5,2.6,0.1,0,0,0,0,-0.9,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.9,0.8800000000000001,0.6,8.9,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,15.2,13.8,0.8800000000000001,0.6,11.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.2,10.8,0.8800000000000001,0.6,8.5,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,0.8699999999999999,0.6,7.4,2.6,0.1,0,0,0,0,-1.2,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.1,0.96,0.6,7.6,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.2,0.99,0.5,7.8,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.1,11.2,0.97,0.5,9.1,3.3,0.1,0,0,0,0,-1.2,0,91.0,11.67,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.9,12.4,0.9199999999999999,0.5,10.2,3.3,0.1,0,0,0,0,-1.4,0,91.0,11.67,,0.0,,,0.0,3.0,3.0,,
0.0,1,15.2,12.5,0.9199999999999999,0.5,10.1,2.6,0.1,0,0,0,0,-1.2,0,91.0,11.67,,0.0,,,0.0,3.0,2.0,,
0.0,0,12.1,12.4,0.9099999999999999,0.5,9.4,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,12.7,10.9,2.52,0.6,6.9,2.6,0.1,0,0,0,0,-1.1,0,91.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.1,10.9,2.46,0.5,7.0,2.6,0.1,0,0,0,0,-1.3,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,11.2,2.4699999999999998,0.5,7.3,2.7,0.1,0,0,0,0,-1.4,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,14.1,12.4,2.4899999999999998,0.5,8.5,2.7,0.1,0,0,0,0,-1.3,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,-1,16.2,14.5,2.4699999999999998,0.6,10.8,2.7,0.1,0,0,0,0,-1.4,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,17.2,14.6,1.49,0.6,11.8,2.7,0.1,0,0,0,0,-1.6,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,1.45,0.6,6.8,2.6,0.1,0,0,0,0,-1.8,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,1.41,0.6,7.6,2.7,0.1,0,0,0,0,-1.5,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.2,10.7,1.52,0.6,7.7,2.7,0.1,0,0,0,0,-1.6,0,91.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,1,12.1,10.8,1.51,0.6,7.9,2.6,0.1,0,0,0,0,-1.5,0,91.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,14.2,11.9,1.48,0.6,9.1,2.6,0.1,0,0,0,0,-1.5,0,91.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,15.2,13.0,1.45,0.6,10.2,2.6,0.1,0,0,0,0,-1.5,0,91.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,15.2,13.1,1.3800000000000001,0.6,10.5,2.6,0.1,0,0,0,0,-1.5,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.6,1.34,0.6,6.8,2.6,0.1,0,0,0,0,-1.3,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,1.34,0.6,6.8,2.6,0.1,0,0,0,0,-1.5,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.5,0.8699999999999999,0.6,7.1,2.6,0.1,0,0,0,0,-1.3,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,11.1,9.7,0.9,0.6,7.3,2.6,0.1,0,0,0,0,-1.2,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,10.9,0.8699999999999999,0.6,8.5,2.6,0.1,0,0,0,0,-1.1,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,15.2,13.8,0.93,0.6,11.6,2.6,0.1,0,0,0,0,-1.2,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,-1,16.2,14.3,0.9099999999999999,0.6,11.9,2.6,0.1,0,0,0,0,-1.2,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.2,11.6,3.1,0.6,6.8,2.6,0.1,0,0,0,0,-1.3,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,11.5,3.13,0.6,6.9,2.6,0.1,0,0,0,0,-1.4,0,90.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.1,11.8,3.22,0.6,7.1,2.6,0.2,0,0,0,0,-1.4,0,90.0,11.77,,0.0,,,0.0,2.0,3.0,,
0.0,0,13.1,11.2,1.0,0.6,8.0,2.6,0.2,0,0,0,0,-1.5,0,90.0,11.77,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.2,12.6,1.55,0.6,9.7,2.6,0.2,0,0,0,0,-1.6,0,90.0,11.77,,0.0,,,0.0,3.0,3.0,,
0.0,0,16.2,13.8,1.52,0.6,10.8,2.6,0.2,0,0,0,0,-1.7,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,-1,15.5,12.5,1.4,0.6,11.2,2.6,0.2,0,0,0,0,-1.7,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.6,1.41,0.6,7.6,3.3,0.2,0,0,0,0,-1.5,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,12.1,10.6,1.3800000000000001,0.6,7.7,3.3,0.2,0,0,0,0,-1.6,0,90.0,11.77,,0.0,,,0.0,2.0,2.0,,
0.0,0,13.1,10.8,1.41,0.6,7.8,3.3,0.1,0,0,0,0,-1.7,0,90.0,11.09,,0.0,,,0.0,3.0,3.0,,
0.0,0,13.1,11.0,1.3800000000000001,0.6,8.4,2.6,0.1,0,0,0,0,-1.8,0,90.0,11.09,,0.0,,,0.0,3.0,3.0,,
0.0,0,14.1,12.0,0.9199999999999999,0.6,10.0,2.6,0.1,0,0,0,0,-1.5,0,90.0,11.09,,0.0,,,0.0,2.0,2.0,,
0.0,0,16.2,14.0,0.89,0.6,11.5,2.6,0.1,0,0,0,0,-1.3,0,90.0,11.09,,0.0,,,0.0,2.0,2.0,,
